count: 00077	high: 0.6794	 avg: 0.3875	   word: gravity
count: 00009	high: 0.9937	 avg: 0.7654	   word: gravity theories
count: 00009	high: 0.8916	 avg: 0.6322	   word: state parameter
count: 00009	high: 0.4584	 avg: 0.3487	   word: result
count: 00008	high: 0.7198	 avg: 0.4291	   word: motion
count: 00008	high: 0.8496	 avg: 0.6191	   word: energy-momentum tensor
count: 00008	high: 0.9888	 avg: 0.6672	   word: teleparallel gravity
count: 00008	high: 0.5239	 avg: 0.4313	   word: fact
count: 00008	high: 0.4559	 avg: 0.3915	   word: results
count: 00008	high: 0.4624	 avg: 0.3705	   word: class
count: 00008	high: 0.9224	 avg: 0.6384	   word: Ricci scalar
count: 00008	high: 0.4857	 avg: 0.4346	   word: possibility
count: 00008	high: 0.5799	 avg: 0.3990	   word: curvature
count: 00008	high: 0.6337	 avg: 0.4081	   word: effect
count: 00007	high: 0.5159	 avg: 0.3882	   word: constraints
count: 00007	high: 0.4542	 avg: 0.3437	   word: stability
count: 00007	high: 0.4462	 avg: 0.3527	   word: absence
count: 00007	high: 0.4422	 avg: 0.3772	   word: dimensions
count: 00007	high: 0.9041	 avg: 0.7386	   word: Loop Quantum Gravity
count: 00007	high: 0.4741	 avg: 0.4356	   word: coupling
count: 00007	high: 0.7598	 avg: 0.5822	   word: event horizon
count: 00007	high: 0.6448	 avg: 0.5701	   word: gravity theory
count: 00007	high: 0.4457	 avg: 0.3419	   word: state
count: 00007	high: 0.5890	 avg: 0.5375	   word: energy density
count: 00007	high: 0.5319	 avg: 0.3899	   word: models
count: 00007	high: 0.9833	 avg: 0.7460	   word: deceleration parameter
count: 00007	high: 0.4657	 avg: 0.3590	   word: expansion
count: 00006	high: 0.4457	 avg: 0.3444	   word: example
count: 00006	high: 0.4785	 avg: 0.4194	   word: validity
count: 00006	high: 0.6158	 avg: 0.5404	   word: special cases
count: 00006	high: 0.5250	 avg: 0.3778	   word: spacetime
count: 00006	high: 0.9143	 avg: 0.5986	   word: black hole thermodynamics
count: 00006	high: 0.7256	 avg: 0.6509	   word: dynamical equations
count: 00006	high: 0.9757	 avg: 0.7456	   word: black hole solutions
count: 00006	high: 0.4346	 avg: 0.3263	   word: choice
count: 00006	high: 0.3675	 avg: 0.2985	   word: study
count: 00006	high: 0.4521	 avg: 0.3697	   word: behavior
count: 00006	high: 0.5428	 avg: 0.3593	   word: article
count: 00006	high: 0.4221	 avg: 0.3411	   word: set
count: 00006	high: 0.4451	 avg: 0.3578	   word: evolution
count: 00006	high: 0.8767	 avg: 0.5646	   word: dark matter
count: 00006	high: 0.6612	 avg: 0.5672	   word: gravity models
count: 00006	high: 0.5255	 avg: 0.3888	   word: symmetry
count: 00006	high: 0.5081	 avg: 0.3935	   word: order
count: 00006	high: 0.4644	 avg: 0.3525	   word: solutions
count: 00006	high: 0.5613	 avg: 0.4164	   word: generalization
count: 00005	high: 0.4433	 avg: 0.3802	   word: extension
count: 00005	high: 0.4575	 avg: 0.3657	   word: R,T
count: 00005	high: 0.4315	 avg: 0.3248	   word: trace
count: 00005	high: 0.8317	 avg: 0.5583	   word: gravity model
count: 00005	high: 0.9864	 avg: 0.7656	   word: scalar perturbations
count: 00005	high: 0.7983	 avg: 0.5722	   word: quasinormal modes
count: 00005	high: 0.6499	 avg: 0.5504	   word: present work
count: 00005	high: 0.9810	 avg: 0.7937	   word: spherically symmetric solutions
count: 00005	high: 0.8819	 avg: 0.7154	   word: order phase transition
count: 00005	high: 0.9873	 avg: 0.8506	   word: phase transition
count: 00005	high: 0.5175	 avg: 0.3656	   word: effects
count: 00005	high: 0.3718	 avg: 0.3496	   word: role
count: 00005	high: 0.5861	 avg: 0.4354	   word: arXiv
count: 00005	high: 0.4486	 avg: 0.4096	   word: formalism
count: 00005	high: 0.9880	 avg: 0.6496	   word: vector field
count: 00005	high: 0.5267	 avg: 0.4159	   word: space
count: 00005	high: 0.6569	 avg: 0.6022	   word: effective equation
count: 00005	high: 0.8912	 avg: 0.6738	   word: curvature scalar
count: 00005	high: 0.9026	 avg: 0.5941	   word: late time
count: 00005	high: 0.4668	 avg: 0.3407	   word: Ho\v
count: 00005	high: 0.6753	 avg: 0.4743	   word: ava-Lifshitz gravity
count: 00005	high: 0.8193	 avg: 0.6068	   word: Hawking temperature
count: 00005	high: 0.4537	 avg: 0.3771	   word: limit
count: 00005	high: 0.4414	 avg: 0.3350	   word: action
count: 00005	high: 0.8666	 avg: 0.7063	   word: gravitational collapse
count: 00005	high: 0.7024	 avg: 0.5525	   word: scalar fields
count: 00005	high: 0.5257	 avg: 0.3853	   word: literature
count: 00005	high: 0.4449	 avg: 0.3298	   word: cases
count: 00005	high: 0.4722	 avg: 0.3469	   word: entropy
count: 00004	high: 0.7302	 avg: 0.5913	   word: cosmological solutions
count: 00004	high: 0.6979	 avg: 0.5068	   word: quantum theory
count: 00004	high: 0.9926	 avg: 0.8566	   word: apparent horizon
count: 00004	high: 0.9185	 avg: 0.7504	   word: scalar-tensor theories
count: 00004	high: 0.6905	 avg: 0.6137	   word: generalized second law
count: 00004	high: 0.5218	 avg: 0.3864	   word: agreement
count: 00004	high: 0.8768	 avg: 0.5973	   word: matter content
count: 00004	high: 0.4833	 avg: 0.3649	   word: phase
count: 00004	high: 0.6876	 avg: 0.6206	   word: cosmic time
count: 00004	high: 0.6748	 avg: 0.6012	   word: radial coordinate
count: 00004	high: 0.5899	 avg: 0.4888	   word: special case
count: 00004	high: 0.8482	 avg: 0.7531	   word: torsion scalar
count: 00004	high: 0.4403	 avg: 0.3808	   word: solution
count: 00004	high: 0.7226	 avg: 0.5861	   word: matter fields
count: 00004	high: 0.8320	 avg: 0.6573	   word: electromagnetic field
count: 00004	high: 0.4455	 avg: 0.3457	   word: procedure
count: 00004	high: 0.4487	 avg: 0.4212	   word: perturbations
count: 00004	high: 0.4300	 avg: 0.3782	   word: interaction
count: 00004	high: 0.4271	 avg: 0.3515	   word: mass
count: 00004	high: 0.5919	 avg: 0.4969	   word: unification
count: 00004	high: 0.4332	 avg: 0.3220	   word: assumption
count: 00004	high: 0.6630	 avg: 0.5082	   word: early universe
count: 00004	high: 0.4101	 avg: 0.3454	   word: dependence
count: 00004	high: 0.6703	 avg: 0.6170	   word: angular momentum
count: 00004	high: 0.4488	 avg: 0.3760	   word: account
count: 00004	high: 0.4325	 avg: 0.4186	   word: problem
count: 00004	high: 0.7972	 avg: 0.7179	   word: Hubble parameter
count: 00004	high: 0.3522	 avg: 0.2889	   word: radiation
count: 00004	high: 0.6851	 avg: 0.6144	   word: observational data
count: 00004	high: 0.9970	 avg: 0.7408	   word: phase space
count: 00004	high: 0.4506	 avg: 0.3458	   word: implications
count: 00004	high: 0.4623	 avg: 0.3835	   word: boundary
count: 00004	high: 0.4586	 avg: 0.3394	   word: connection
count: 00004	high: 0.4536	 avg: 0.3219	   word: approach
count: 00004	high: 0.6727	 avg: 0.4905	   word: matter field
count: 00004	high: 0.3831	 avg: 0.2973	   word: values
count: 00004	high: 0.7191	 avg: 0.5975	   word: massive gravity
count: 00004	high: 0.3467	 avg: 0.2594	   word: temperature
count: 00004	high: 0.6331	 avg: 0.5197	   word: numerical analysis
count: 00004	high: 0.9069	 avg: 0.6990	   word: cosmological models
count: 00004	high: 0.4123	 avg: 0.3324	   word: region
count: 00004	high: 0.5278	 avg: 0.4572	   word: electromagnetism
count: 00004	high: 0.6322	 avg: 0.5952	   word: Einstein equations
count: 00003	high: 0.4361	 avg: 0.3409	   word: consideration
count: 00003	high: 0.4351	 avg: 0.3666	   word: source
count: 00003	high: 0.4321	 avg: 0.3882	   word: space-time geometry
count: 00003	high: 0.9697	 avg: 0.7647	   word: Lovelock gravity
count: 00003	high: 0.5375	 avg: 0.4785	   word: different forms
count: 00003	high: 0.9122	 avg: 0.7845	   word: string cloud background
count: 00003	high: 0.5952	 avg: 0.5707	   word: general class
count: 00003	high: 0.7069	 avg: 0.6697	   word: Lorentzian signature
count: 00003	high: 0.4877	 avg: 0.4319	   word: space-time
count: 00003	high: 0.6893	 avg: 0.5058	   word: cosmological model
count: 00003	high: 0.5202	 avg: 0.4574	   word: time
count: 00003	high: 0.4356	 avg: 0.2895	   word: particles
count: 00003	high: 0.4924	 avg: 0.4187	   word: negative pressure
count: 00003	high: 0.9539	 avg: 0.7079	   word: perfect fluid
count: 00003	high: 0.4431	 avg: 0.3983	   word: viability
count: 00003	high: 0.4060	 avg: 0.3477	   word: quintessence
count: 00003	high: 0.7382	 avg: 0.5785	   word: gravitational equations
count: 00003	high: 0.6764	 avg: 0.5640	   word: late-time acceleration
count: 00003	high: 0.6875	 avg: 0.5391	   word: quantum corrections
count: 00003	high: 0.8122	 avg: 0.6344	   word: field equation
count: 00003	high: 0.4698	 avg: 0.4545	   word: decomposition
count: 00003	high: 0.6670	 avg: 0.5930	   word: kinetic energy
count: 00003	high: 0.6133	 avg: 0.4979	   word: Friedmann equation
count: 00003	high: 0.7695	 avg: 0.7252	   word: big rip singularity
count: 00003	high: 0.8043	 avg: 0.7047	   word: naked singularity
count: 00003	high: 0.6439	 avg: 0.5335	   word: exact solution
count: 00003	high: 0.5074	 avg: 0.4092	   word: addition
count: 00003	high: 0.4317	 avg: 0.4028	   word: fields
count: 00003	high: 0.3996	 avg: 0.3040	   word: space-times
count: 00003	high: 0.6126	 avg: 0.5834	   word: quantum level
count: 00003	high: 0.3640	 avg: 0.3306	   word: instability
count: 00003	high: 0.9248	 avg: 0.9005	   word: scalar field perturbations
count: 00003	high: 0.5248	 avg: 0.4132	   word: thesis
count: 00003	high: 0.5500	 avg: 0.4698	   word: proposal
count: 00003	high: 0.5258	 avg: 0.4267	   word: methods
count: 00003	high: 0.5995	 avg: 0.5615	   word: physical properties
count: 00003	high: 0.7072	 avg: 0.6085	   word: dilaton field
count: 00003	high: 0.6614	 avg: 0.6159	   word: conservation laws
count: 00003	high: 0.9076	 avg: 0.6229	   word: conformal gravity
count: 00003	high: 0.5786	 avg: 0.4748	   word: energy conditions
count: 00003	high: 0.4292	 avg: 0.3434	   word: expression
count: 00003	high: 0.6435	 avg: 0.5998	   word: horizon entropy
count: 00003	high: 0.7590	 avg: 0.6801	   word: gravitational field equations
count: 00003	high: 0.4510	 avg: 0.3789	   word: difference
count: 00003	high: 0.6130	 avg: 0.5404	   word: power series
count: 00003	high: 0.4436	 avg: 0.3871	   word: pair
count: 00003	high: 0.4882	 avg: 0.4146	   word: null
count: 00003	high: 0.4603	 avg: 0.3455	   word: SU
count: 00003	high: 0.7309	 avg: 0.6049	   word: Hawking radiation
count: 00003	high: 0.4327	 avg: 0.3660	   word: condition
count: 00003	high: 0.4661	 avg: 0.3766	   word: specific heat
count: 00003	high: 0.7114	 avg: 0.5638	   word: Friedmann equations
count: 00003	high: 0.6333	 avg: 0.4778	   word: critical point
count: 00003	high: 0.5927	 avg: 0.4490	   word: theories
count: 00003	high: 0.4649	 avg: 0.3900	   word: Universe
count: 00003	high: 0.6532	 avg: 0.4906	   word: Klein-Gordon equation
count: 00003	high: 0.7155	 avg: 0.5492	   word: constraint equation
count: 00003	high: 0.6602	 avg: 0.6133	   word: apparent horizons
count: 00003	high: 0.4294	 avg: 0.3349	   word: infinity
count: 00003	high: 0.9449	 avg: 0.7551	   word: dark energy models
count: 00003	high: 0.9711	 avg: 0.8501	   word: holographic dark energy
count: 00003	high: 0.4495	 avg: 0.3526	   word: examples
count: 00003	high: 0.4199	 avg: 0.2991	   word: modification
count: 00003	high: 0.5970	 avg: 0.5420	   word: inflation
count: 00003	high: 0.4406	 avg: 0.3276	   word: function
count: 00003	high: 0.4522	 avg: 0.3815	   word: path
count: 00003	high: 0.7828	 avg: 0.7085	   word: scalar-tensor gravity
count: 00003	high: 0.6678	 avg: 0.5523	   word: early times
count: 00003	high: 0.4385	 avg: 0.4078	   word: scale
count: 00003	high: 0.4584	 avg: 0.4127	   word: principle
count: 00003	high: 0.6527	 avg: 0.5976	   word: potential function
count: 00003	high: 0.3997	 avg: 0.3363	   word: expressions
count: 00003	high: 0.3916	 avg: 0.3200	   word: discrepancy
count: 00003	high: 0.5114	 avg: 0.5048	   word: expectation value
count: 00003	high: 0.7904	 avg: 0.7271	   word: Newtonian theory
count: 00003	high: 0.6949	 avg: 0.5851	   word: accelerated expansion
count: 00003	high: 0.4375	 avg: 0.3281	   word: spectrum
count: 00003	high: 0.3378	 avg: 0.3038	   word: picture
count: 00003	high: 0.4256	 avg: 0.3417	   word: contrast
count: 00003	high: 0.4672	 avg: 0.3948	   word: collapse
count: 00003	high: 0.3896	 avg: 0.2937	   word: concept
count: 00003	high: 0.4245	 avg: 0.3286	   word: issue
count: 00003	high: 0.6176	 avg: 0.4649	   word: cosmic evolution
count: 00003	high: 0.8019	 avg: 0.6092	   word: arbitrary function
count: 00003	high: 0.7507	 avg: 0.6020	   word: arbitrary functions
count: 00003	high: 0.3748	 avg: 0.2946	   word: throat
count: 00003	high: 0.4551	 avg: 0.4132	   word: Hubble
count: 00003	high: 0.7465	 avg: 0.5937	   word: quantum effects
count: 00003	high: 0.7851	 avg: 0.6709	   word: classical singularity
count: 00003	high: 0.4552	 avg: 0.3291	   word: notion
count: 00003	high: 0.4582	 avg: 0.3271	   word: derivation
count: 00003	high: 0.7399	 avg: 0.6789	   word: loop quantum cosmology
count: 00003	high: 0.9326	 avg: 0.8896	   word: massless scalar field
count: 00003	high: 0.9955	 avg: 0.9024	   word: spherically symmetric spacetime
count: 00003	high: 0.4888	 avg: 0.4546	   word: torsion
count: 00003	high: 0.5143	 avg: 0.4802	   word: area law
count: 00003	high: 0.7670	 avg: 0.6278	   word: scale factors
count: 00003	high: 0.7704	 avg: 0.5219	   word: Einstein-Gauss-Bonnet gravity
count: 00003	high: 0.5104	 avg: 0.4629	   word: Gauss
count: 00003	high: 0.6454	 avg: 0.5056	   word: kinetic term
count: 00003	high: 0.6748	 avg: 0.6218	   word: geometrical interpretation
count: 00003	high: 0.3402	 avg: 0.2858	   word: analysis
count: 00003	high: 0.9038	 avg: 0.7634	   word: order Lovelock gravity
count: 00002	high: 0.6166	 avg: 0.4944	   word: quantum cosmology
count: 00002	high: 0.4353	 avg: 0.4257	   word: classes
count: 00002	high: 0.7429	 avg: 0.7231	   word: Weyl tensor
count: 00002	high: 0.3018	 avg: 0.2597	   word: characteristic properties
count: 00002	high: 0.4719	 avg: 0.4432	   word: -gravity
count: 00002	high: 0.5702	 avg: 0.5468	   word: new method
count: 00002	high: 0.5748	 avg: 0.5472	   word: configuration space
count: 00002	high: 0.7537	 avg: 0.5911	   word: Time facets
count: 00002	high: 0.3969	 avg: 0.3827	   word: late stages
count: 00002	high: 0.4046	 avg: 0.3831	   word: early stage
count: 00002	high: 0.5816	 avg: 0.5571	   word: generic case
count: 00002	high: 0.6056	 avg: 0.5781	   word: internal gravity
count: 00002	high: 0.8570	 avg: 0.7667	   word: neutron star binaries
count: 00002	high: 0.4310	 avg: 0.3311	   word: law
count: 00002	high: 0.6541	 avg: 0.5762	   word: dispersion relation
count: 00002	high: 0.8752	 avg: 0.8540	   word: Minkowski spacetime
count: 00002	high: 0.3951	 avg: 0.3940	   word: set-up
count: 00002	high: 0.4759	 avg: 0.4496	   word: fundamental theory
count: 00002	high: 0.5234	 avg: 0.5233	   word: torsion component
count: 00002	high: 0.6090	 avg: 0.5963	   word: widely known models
count: 00002	high: 0.6472	 avg: 0.6430	   word: universally accepted interaction
count: 00002	high: 0.3687	 avg: 0.3584	   word: \textit
count: 00002	high: 0.3263	 avg: 0.2896	   word: family
count: 00002	high: 0.4333	 avg: 0.4044	   word: Thiemann
count: 00002	high: 0.5469	 avg: 0.4908	   word: physical states
count: 00002	high: 0.4290	 avg: 0.3810	   word: transformation
count: 00002	high: 0.9289	 avg: 0.7550	   word: shape dynamics
count: 00002	high: 0.3719	 avg: 0.3538	   word: cosmology
count: 00002	high: 0.9068	 avg: 0.7878	   word: phase space variables
count: 00002	high: 0.8401	 avg: 0.7167	   word: Bianchi type
count: 00002	high: 0.8782	 avg: 0.7099	   word: junction conditions
count: 00002	high: 0.4226	 avg: 0.3347	   word: articles
count: 00002	high: 0.3642	 avg: 0.3599	   word: horizon
count: 00002	high: 0.3767	 avg: 0.3317	   word: surface gravity
count: 00002	high: 0.5059	 avg: 0.4706	   word: time-like vector field
count: 00002	high: 0.6502	 avg: 0.5900	   word: strong energy condition
count: 00002	high: 0.5712	 avg: 0.5325	   word: dark energy background
count: 00002	high: 0.7355	 avg: 0.7015	   word: energy black hole
count: 00002	high: 0.9173	 avg: 0.7381	   word: Schwarzschild black hole
count: 00002	high: 0.4392	 avg: 0.4348	   word: gauge
count: 00002	high: 0.4530	 avg: 0.4463	   word: quantization
count: 00002	high: 0.6901	 avg: 0.6225	   word: main result
count: 00002	high: 0.6572	 avg: 0.6308	   word: point particles
count: 00002	high: 0.4312	 avg: 0.4279	   word: phenomenon
count: 00002	high: 0.4886	 avg: 0.4741	   word: canonical formulation
count: 00002	high: 0.5424	 avg: 0.5210	   word: canonical quantization
count: 00002	high: 0.9144	 avg: 0.8155	   word: coincidence problem
count: 00002	high: 0.4435	 avg: 0.3853	   word: purpose
count: 00002	high: 0.4315	 avg: 0.3828	   word: correspondence
count: 00002	high: 0.6313	 avg: 0.4753	   word: horizon structure
count: 00002	high: 0.6325	 avg: 0.5614	   word: thermodynamic properties
count: 00002	high: 0.6477	 avg: 0.5085	   word: mass function
count: 00002	high: 0.5263	 avg: 0.4862	   word: nature
count: 00002	high: 0.6916	 avg: 0.6163	   word: new class
count: 00002	high: 0.4347	 avg: 0.3675	   word: body
count: 00002	high: 0.5313	 avg: 0.5249	   word: previous results
count: 00002	high: 0.9187	 avg: 0.7337	   word: valuable tool
count: 00002	high: 0.5168	 avg: 0.4542	   word: direct generalization
count: 00002	high: 0.7015	 avg: 0.6877	   word: scalar curvature
count: 00002	high: 0.5152	 avg: 0.4744	   word: scope
count: 00002	high: 0.5782	 avg: 0.4324	   word: Einstein-Gauss-Bonnet theories
count: 00002	high: 0.5852	 avg: 0.4409	   word: appropriate limits
count: 00002	high: 0.4400	 avg: 0.4390	   word: symmetric black hole
count: 00002	high: 0.7010	 avg: 0.5854	   word: compact objects
count: 00002	high: 0.7006	 avg: 0.4733	   word: test particles
count: 00002	high: 0.9682	 avg: 0.8556	   word: spacetime diffeomorphism invariance
count: 00002	high: 0.6355	 avg: 0.5818	   word: relativistic images
count: 00002	high: 0.4513	 avg: 0.4210	   word: regard
count: 00002	high: 0.6673	 avg: 0.5901	   word: suitable choice
count: 00002	high: 0.3389	 avg: 0.2876	   word: need
count: 00002	high: 0.3395	 avg: 0.3339	   word: version
count: 00002	high: 0.4352	 avg: 0.3897	   word: manifold
count: 00002	high: 0.4985	 avg: 0.4296	   word: weak field
count: 00002	high: 0.6467	 avg: 0.5290	   word: analytical solutions
count: 00002	high: 0.6237	 avg: 0.5590	   word: scalar-tensor theory
count: 00002	high: 0.5120	 avg: 0.5113	   word: wormhole throat
count: 00002	high: 0.6869	 avg: 0.6259	   word: present study
count: 00002	high: 0.5617	 avg: 0.5530	   word: direct integration
count: 00002	high: 0.5661	 avg: 0.5525	   word: single parameter
count: 00002	high: 0.7795	 avg: 0.7775	   word: compact binaries
count: 00002	high: 0.9036	 avg: 0.7057	   word: Hilbert space
count: 00002	high: 0.5497	 avg: 0.4965	   word: entropy increases
count: 00002	high: 0.7074	 avg: 0.5769	   word: luminosity distance
count: 00002	high: 0.6445	 avg: 0.5685	   word: Jordan frame
count: 00002	high: 0.5129	 avg: 0.4427	   word: open issues
count: 00002	high: 0.6998	 avg: 0.6436	   word: stress energy tensor
count: 00002	high: 0.7182	 avg: 0.7125	   word: flat spacetime
count: 00002	high: 0.4472	 avg: 0.4399	   word: means
count: 00002	high: 0.6853	 avg: 0.5334	   word: particular values
count: 00002	high: 0.6250	 avg: 0.5103	   word: total mass
count: 00002	high: 0.9333	 avg: 0.7369	   word: Bayes factor
count: 00002	high: 0.5813	 avg: 0.5618	   word: neutron stars
count: 00002	high: 0.6637	 avg: 0.6445	   word: binary pulsars
count: 00002	high: 0.6815	 avg: 0.6080	   word: binary systems
count: 00002	high: 0.9385	 avg: 0.8478	   word: gravitational waves
count: 00002	high: 0.4249	 avg: 0.4221	   word: advantage
count: 00002	high: 0.4199	 avg: 0.3742	   word: components
count: 00002	high: 0.4479	 avg: 0.4101	   word: positions
count: 00002	high: 0.6424	 avg: 0.5262	   word: stellar object
count: 00002	high: 0.5209	 avg: 0.4385	   word: couplings
count: 00002	high: 0.5754	 avg: 0.4937	   word: specific values
count: 00002	high: 0.8574	 avg: 0.7849	   word: flat space-time
count: 00002	high: 0.9053	 avg: 0.8398	   word: curved space-time
count: 00002	high: 0.4482	 avg: 0.3497	   word: coefficients
count: 00002	high: 0.7539	 avg: 0.6717	   word: symmetric black holes
count: 00002	high: 0.9496	 avg: 0.7439	   word: metric theories
count: 00002	high: 0.6777	 avg: 0.4752	   word: Lorentz group
count: 00002	high: 0.5688	 avg: 0.4959	   word: tetrad
count: 00002	high: 0.7446	 avg: 0.6764	   word: dominant energy condition
count: 00002	high: 0.4712	 avg: 0.3915	   word: different ways
count: 00002	high: 0.8787	 avg: 0.8291	   word: Noether symmetry approach
count: 00002	high: 0.7688	 avg: 0.5467	   word: Kerr black hole
count: 00002	high: 0.3503	 avg: 0.2954	   word: conditions
count: 00002	high: 0.8045	 avg: 0.7013	   word: flat FRW universe
count: 00002	high: 0.2711	 avg: 0.2498	   word: number
count: 00002	high: 0.9710	 avg: 0.8601	   word: grand canonical ensemble
count: 00002	high: 0.9587	 avg: 0.9347	   word: dynamical apparent horizon
count: 00002	high: 0.6948	 avg: 0.6354	   word: gravitational action
count: 00002	high: 0.6822	 avg: 0.6314	   word: simplest particular model
count: 00002	high: 0.4174	 avg: 0.4123	   word: cosmological evolution
count: 00002	high: 0.6824	 avg: 0.6119	   word: early-time inflation
count: 00002	high: 0.5052	 avg: 0.4742	   word: square integrable functions
count: 00002	high: 0.6812	 avg: 0.6610	   word: three-dimensional gravity
count: 00002	high: 0.3635	 avg: 0.3266	   word: term
count: 00002	high: 0.3998	 avg: 0.3835	   word: review
count: 00002	high: 0.6346	 avg: 0.6118	   word: flat space
count: 00002	high: 0.3335	 avg: 0.2901	   word: way
count: 00002	high: 0.3337	 avg: 0.2970	   word: end
count: 00002	high: 0.4620	 avg: 0.3945	   word: behaviour
count: 00002	high: 0.3594	 avg: 0.3335	   word: dust
count: 00002	high: 0.8158	 avg: 0.7298	   word: electromagnetic fields
count: 00002	high: 0.4449	 avg: 0.4401	   word: technique
count: 00002	high: 0.4579	 avg: 0.4522	   word: density
count: 00002	high: 0.4480	 avg: 0.4368	   word: determination
count: 00002	high: 0.6199	 avg: 0.6112	   word: new approach
count: 00002	high: 0.4432	 avg: 0.4428	   word: importance
count: 00002	high: 0.5656	 avg: 0.4975	   word: \Gamma
count: 00002	high: 0.5211	 avg: 0.4274	   word: subset
count: 00002	high: 0.6017	 avg: 0.5266	   word: phantom matter
count: 00002	high: 0.6196	 avg: 0.5909	   word: final state
count: 00002	high: 0.6893	 avg: 0.6614	   word: dark energy component
count: 00002	high: 0.7631	 avg: 0.7411	   word: late time evolution
count: 00002	high: 0.3576	 avg: 0.3077	   word: spite
count: 00002	high: 0.4539	 avg: 0.3529	   word: transition
count: 00002	high: 0.5029	 avg: 0.4781	   word: dust matter
count: 00002	high: 0.9696	 avg: 0.7731	   word: bulk viscosity
count: 00002	high: 0.7943	 avg: 0.6857	   word: black hole solution
count: 00002	high: 0.4266	 avg: 0.3536	   word: quantity
count: 00002	high: 0.3737	 avg: 0.3285	   word: restrictions
count: 00002	high: 0.9282	 avg: 0.8038	   word: torsion tensor
count: 00002	high: 0.5512	 avg: 0.4525	   word: alternative theories
count: 00002	high: 0.4379	 avg: 0.3526	   word: speed
count: 00002	high: 0.4396	 avg: 0.3820	   word: HDE
count: 00002	high: 0.6259	 avg: 0.5381	   word: graphical representation
count: 00002	high: 0.4323	 avg: 0.3959	   word: constants
count: 00002	high: 0.3876	 avg: 0.3101	   word: imposition
count: 00002	high: 0.5759	 avg: 0.5321	   word: classical theory
count: 00002	high: 0.5952	 avg: 0.5714	   word: supplementary conditions
count: 00002	high: 0.6043	 avg: 0.4696	   word: quantum counterparts
count: 00002	high: 0.7144	 avg: 0.6737	   word: Wheeler-DeWitt equation
count: 00002	high: 0.6679	 avg: 0.6174	   word: curvature singularity
count: 00002	high: 0.4292	 avg: 0.3808	   word: functions
count: 00002	high: 0.6870	 avg: 0.6792	   word: phantom divide line
count: 00002	high: 0.6755	 avg: 0.6709	   word: coupling function
count: 00002	high: 0.7646	 avg: 0.7497	   word: Noether symmetry
count: 00002	high: 0.3056	 avg: 0.2895	   word: parameter
count: 00002	high: 0.6369	 avg: 0.6167	   word: reconstructed model
count: 00002	high: 0.6156	 avg: 0.5737	   word: power-law form
count: 00002	high: 0.7153	 avg: 0.7105	   word: Gauss-Bonnet invariant
count: 00002	high: 0.7519	 avg: 0.7463	   word: reconstruction scenario
count: 00002	high: 0.6613	 avg: 0.6299	   word: late times
count: 00002	high: 0.5368	 avg: 0.3743	   word: thermodynamic pressure
count: 00002	high: 0.7888	 avg: 0.5537	   word: liquid-gas phase transition
count: 00002	high: 0.4526	 avg: 0.3673	   word: consequences
count: 00002	high: 0.6694	 avg: 0.6694	   word: hypothetical particle
count: 00002	high: 0.5738	 avg: 0.4454	   word: metrics
count: 00002	high: 0.3754	 avg: 0.2934	   word: analytical check
count: 00002	high: 0.5466	 avg: 0.4563	   word: model parameters
count: 00002	high: 0.6023	 avg: 0.5899	   word: FRW universe
