count: 00049	high: 0.9892	 avg: 0.6472	   word: dark energy
count: 00003	high: 0.9273	 avg: 0.7555	   word: Ricci dark energy
count: 00003	high: 0.4865	 avg: 0.3927	   word: curvature
count: 00003	high: 0.7239	 avg: 0.5877	   word: general relativity
count: 00003	high: 0.9888	 avg: 0.7517	   word: teleparallel gravity
count: 00003	high: 0.4490	 avg: 0.3855	   word: behavior
count: 00003	high: 0.7271	 avg: 0.4592	   word: quintessence
count: 00003	high: 0.8479	 avg: 0.7551	   word: apparent horizon
count: 00003	high: 0.5442	 avg: 0.4844	   word: fluids
count: 00003	high: 0.9220	 avg: 0.7375	   word: Chaplygin gas
count: 00003	high: 0.5175	 avg: 0.4146	   word: effects
count: 00003	high: 0.4831	 avg: 0.4712	   word: Lagrangian
count: 00003	high: 0.7200	 avg: 0.5571	   word: Friedmann equations
count: 00003	high: 0.9278	 avg: 0.6529	   word: CDM model
count: 00002	high: 0.3290	 avg: 0.3128	   word: Zel'dovich
count: 00002	high: 0.3951	 avg: 0.3940	   word: set-up
count: 00002	high: 0.4759	 avg: 0.4496	   word: fundamental theory
count: 00002	high: 0.6090	 avg: 0.5963	   word: widely known models
count: 00002	high: 0.6472	 avg: 0.6430	   word: universally accepted interaction
count: 00002	high: 0.3687	 avg: 0.3584	   word: \textit
count: 00002	high: 0.7179	 avg: 0.6484	   word: loop quantum cosmology
count: 00002	high: 0.6349	 avg: 0.4684	   word: characteristic properties
count: 00002	high: 0.3767	 avg: 0.3317	   word: surface gravity
count: 00002	high: 0.4924	 avg: 0.4347	   word: negative pressure
count: 00002	high: 0.4321	 avg: 0.3881	   word: space-time geometry
count: 00002	high: 0.5059	 avg: 0.4706	   word: time-like vector field
count: 00002	high: 0.6502	 avg: 0.5900	   word: strong energy condition
count: 00002	high: 0.7355	 avg: 0.7015	   word: energy black hole
count: 00002	high: 0.9144	 avg: 0.8155	   word: coincidence problem
count: 00002	high: 0.5663	 avg: 0.5196	   word: viability
count: 00002	high: 0.3305	 avg: 0.2931	   word: form
count: 00002	high: 0.3718	 avg: 0.3519	   word: role
count: 00002	high: 0.7348	 avg: 0.6711	   word: Noether symmetry
count: 00002	high: 0.9174	 avg: 0.7335	   word: baryonic matter
count: 00002	high: 0.6484	 avg: 0.6076	   word: present paper
count: 00002	high: 0.3489	 avg: 0.3487	   word: forms
count: 00002	high: 0.3478	 avg: 0.3446	   word: conservation equation
count: 00002	high: 0.6600	 avg: 0.5067	   word: important role
count: 00002	high: 0.4654	 avg: 0.4071	   word: radiation
count: 00002	high: 0.5818	 avg: 0.5754	   word: recent observational data
count: 00002	high: 0.6255	 avg: 0.6164	   word: cold dark matter
count: 00002	high: 0.8576	 avg: 0.6508	   word: Sitter phase
count: 00002	high: 0.5730	 avg: 0.4925	   word: exact solution
count: 00002	high: 0.4390	 avg: 0.4325	   word: observations
count: 00002	high: 0.4577	 avg: 0.4411	   word: formation
count: 00002	high: 0.9815	 avg: 0.9787	   word: pilgrim dark energy
count: 00002	high: 0.4564	 avg: 0.4501	   word: equations
count: 00002	high: 0.4736	 avg: 0.4691	   word: variation
count: 00002	high: 0.6017	 avg: 0.5266	   word: phantom matter
count: 00002	high: 0.6021	 avg: 0.5456	   word: vacuum energy
count: 00002	high: 0.6215	 avg: 0.5367	   word: matter content
count: 00002	high: 0.7695	 avg: 0.7368	   word: big rip singularity
count: 00002	high: 0.4282	 avg: 0.3400	   word: transition
count: 00002	high: 0.6498	 avg: 0.6463	   word: viscous fluid
count: 00002	high: 0.3526	 avg: 0.3398	   word: behaviour
count: 00002	high: 0.7473	 avg: 0.6702	   word: radiation era
count: 00002	high: 0.8183	 avg: 0.8127	   word: cosmic microwave background
count: 00002	high: 0.9113	 avg: 0.8124	   word: spatially flat Friedmann-Robertson-Walker
count: 00002	high: 0.4379	 avg: 0.4294	   word: speed
count: 00002	high: 0.6650	 avg: 0.6599	   word: cosmic time
count: 00002	high: 0.3334	 avg: 0.3195	   word: parameter
count: 00002	high: 0.6369	 avg: 0.6167	   word: reconstructed model
count: 00002	high: 0.7153	 avg: 0.7105	   word: Gauss-Bonnet invariant
count: 00002	high: 0.7519	 avg: 0.7463	   word: reconstruction scenario
count: 00002	high: 0.3188	 avg: 0.2688	   word: particles
count: 00002	high: 0.7612	 avg: 0.7100	   word: magnetic field
count: 00002	high: 0.3508	 avg: 0.2795	   word: stars
count: 00002	high: 0.4653	 avg: 0.4412	   word: cosmological model
count: 00002	high: 0.7184	 avg: 0.6480	   word: quintessence field
count: 00002	high: 0.7566	 avg: 0.7218	   word: phantom divide line
count: 00002	high: 0.6199	 avg: 0.5295	   word: gravity models
count: 00002	high: 0.6499	 avg: 0.6114	   word: present work
count: 00002	high: 0.6583	 avg: 0.6415	   word: squared speed
count: 00002	high: 0.7250	 avg: 0.6955	   word: reconstruction scheme
count: 00002	high: 0.8684	 avg: 0.8192	   word: EoS parameter
count: 00002	high: 0.9121	 avg: 0.8733	   word: energy density parameter
count: 00002	high: 0.5332	 avg: 0.4996	   word: general solution
count: 00002	high: 0.6569	 avg: 0.6004	   word: effective equation
count: 00002	high: 0.8225	 avg: 0.7640	   word: Cosmic Microwave Background
count: 00002	high: 0.5733	 avg: 0.5220	   word: modern physics
count: 00002	high: 0.9233	 avg: 0.9210	   word: viscous polytropic gas
count: 00002	high: 0.5995	 avg: 0.4603	   word: physical properties
count: 00002	high: 0.4716	 avg: 0.3543	   word: derivatives
count: 00002	high: 0.6716	 avg: 0.6351	   word: late times
count: 00002	high: 0.6737	 avg: 0.6148	   word: early times
count: 00002	high: 0.7371	 avg: 0.7046	   word: single fluid
count: 00002	high: 0.6532	 avg: 0.5280	   word: Klein-Gordon equation
count: 00002	high: 0.4379	 avg: 0.3949	   word: pressure
count: 00002	high: 0.4622	 avg: 0.3491	   word: observer
count: 00002	high: 0.6565	 avg: 0.6032	   word: perfect fluid
count: 00002	high: 0.3691	 avg: 0.3093	   word: acceleration
count: 00002	high: 0.3926	 avg: 0.3704	   word: present time
count: 00002	high: 0.6761	 avg: 0.6753	   word: cosmic coincidence problem
count: 00002	high: 0.4135	 avg: 0.3991	   word: interactions
count: 00002	high: 0.6419	 avg: 0.5014	   word: different kinds
count: 00002	high: 0.4551	 avg: 0.4295	   word: Hubble
count: 00002	high: 0.6788	 avg: 0.6477	   word: new model
count: 00002	high: 0.9563	 avg: 0.7473	   word: canonical scalar field
count: 00002	high: 0.4487	 avg: 0.4025	   word: mechanism
count: 00002	high: 0.3629	 avg: 0.3508	   word: time
count: 00002	high: 0.7780	 avg: 0.7207	   word: Lyra manifold
count: 00002	high: 0.4757	 avg: 0.3512	   word: expression
count: 00002	high: 0.3881	 avg: 0.3605	   word: phantom divide
count: 00002	high: 0.7329	 avg: 0.6365	   word: tachyon scalar field
count: 00002	high: 0.3430	 avg: 0.3028	   word: conclusion
count: 00002	high: 0.4195	 avg: 0.3943	   word: analysis
count: 00002	high: 0.5194	 avg: 0.4931	   word: flat universe
count: 00002	high: 0.6801	 avg: 0.5896	   word: event horizon
count: 00002	high: 0.7039	 avg: 0.6063	   word: interaction term
count: 00002	high: 0.5302	 avg: 0.5041	   word: \Lambda
count: 00002	high: 0.6186	 avg: 0.6054	   word: Statefinder diagnostic
count: 00002	high: 0.6051	 avg: 0.4615	   word: free parameters
count: 00002	high: 0.6145	 avg: 0.4747	   word: different components
count: 00002	high: 0.9228	 avg: 0.7063	   word: inflationary epoch
count: 00002	high: 0.4559	 avg: 0.4435	   word: law
count: 00002	high: 0.4613	 avg: 0.4369	   word: descriptions
count: 00002	high: 0.4705	 avg: 0.4512	   word: effect
count: 00002	high: 0.4888	 avg: 0.4484	   word: torsion
count: 00002	high: 0.4271	 avg: 0.3904	   word: result
count: 00002	high: 0.5770	 avg: 0.4796	   word: experimental data
count: 00002	high: 0.5934	 avg: 0.4938	   word: early time
count: 00002	high: 0.8894	 avg: 0.7479	   word: matter-dominated era
count: 00002	high: 0.7005	 avg: 0.6752	   word: scalar-tensor theory
count: 00002	high: 0.6550	 avg: 0.5321	   word: variational principle
count: 00001	high: 0.3582	 avg: 0.3582	   word: purpose
count: 00001	high: 0.4003	 avg: 0.4003	   word: radii
count: 00001	high: 0.4153	 avg: 0.4153	   word: Barua
count: 00001	high: 0.4155	 avg: 0.4155	   word: Krori
count: 00001	high: 0.4762	 avg: 0.4762	   word: SAX
count: 00001	high: 0.5367	 avg: 0.5367	   word: X-1
count: 00001	high: 0.6054	 avg: 0.6054	   word: analytical solution
count: 00001	high: 0.6167	 avg: 0.6167	   word: regularity conditions
count: 00001	high: 0.6196	 avg: 0.6196	   word: surface redshift
count: 00001	high: 0.6260	 avg: 0.6260	   word: radial coordinates
count: 00001	high: 0.6296	 avg: 0.6296	   word: unknown constants
count: 00001	high: 0.6772	 avg: 0.6772	   word: competent candidates
count: 00001	high: 0.6792	 avg: 0.6792	   word: cylindrical symmetry
count: 00001	high: 0.8575	 avg: 0.8575	   word: cylindrically symmetric spacetime
count: 00001	high: 0.8689	 avg: 0.8689	   word: anisotropic compact stars
count: 00001	high: 0.9908	 avg: 0.9908	   word: compact stars
count: 00001	high: 0.4202	 avg: 0.4202	   word: discussion
count: 00001	high: 0.4206	 avg: 0.4206	   word: statefinder
count: 00001	high: 0.5155	 avg: 0.5155	   word: small perturbation
count: 00001	high: 0.5187	 avg: 0.5187	   word: non-flat geometry
count: 00001	high: 0.5193	 avg: 0.5193	   word: CDM limit
count: 00001	high: 0.5323	 avg: 0.5323	   word: cosmological planes
count: 00001	high: 0.5424	 avg: 0.5424	   word: resistive force
count: 00001	high: 0.5862	 avg: 0.5862	   word: well-known dark energy
count: 00001	high: 0.6144	 avg: 0.6144	   word: phantom-like dark energy
count: 00001	high: 0.6324	 avg: 0.6324	   word: dark energy conjecture
count: 00001	high: 0.6380	 avg: 0.6380	   word: dark energy parameter
count: 00001	high: 0.6480	 avg: 0.6480	   word: well-known cosmological parameters
count: 00001	high: 0.6632	 avg: 0.6632	   word: evolution parameter
count: 00001	high: 0.6695	 avg: 0.6695	   word: generalized ghost pilgrim
count: 00001	high: 0.3790	 avg: 0.3790	   word: Planck era
count: 00001	high: 0.3842	 avg: 0.3842	   word: quantum theory
count: 00001	high: 0.3928	 avg: 0.3928	   word: primordial region
count: 00001	high: 0.4117	 avg: 0.4117	   word: cyclic scenario
count: 00001	high: 0.4174	 avg: 0.4174	   word: cosmological evolution
count: 00001	high: 0.4214	 avg: 0.4214	   word: cosmological background
count: 00001	high: 0.4462	 avg: 0.4462	   word: homogeneous universe
count: 00001	high: 0.5075	 avg: 0.5075	   word: quantum fields
count: 00001	high: 0.5264	 avg: 0.5264	   word: future bounce
count: 00001	high: 0.5587	 avg: 0.5587	   word: big bounce
count: 00001	high: 0.5877	 avg: 0.5877	   word: late time phases
count: 00001	high: 0.5919	 avg: 0.5919	   word: quantum bounce
count: 00001	high: 0.6027	 avg: 0.6027	   word: quantum particle production
count: 00001	high: 0.6292	 avg: 0.6292	   word: non-minimally coupled scalar
count: 00001	high: 0.6516	 avg: 0.6516	   word: quantum gravity modifications
count: 00001	high: 0.6676	 avg: 0.6676	   word: quantum background density
count: 00001	high: 0.7035	 avg: 0.7035	   word: big bang singularity
count: 00001	high: 0.7639	 avg: 0.7639	   word: late time bounce
count: 00001	high: 0.3290	 avg: 0.3290	   word: sake
count: 00001	high: 0.3365	 avg: 0.3365	   word: generality
count: 00001	high: 0.3434	 avg: 0.3434	   word: baryons
count: 00001	high: 0.3959	 avg: 0.3959	   word: BECs
count: 00001	high: 0.4260	 avg: 0.4260	   word: arbitrary sign
count: 00001	high: 0.4376	 avg: 0.4376	   word: attractive self-interaction
count: 00001	high: 0.4422	 avg: 0.4422	   word: cyclic universes
count: 00001	high: 0.4483	 avg: 0.4483	   word: anti-de Sitter
count: 00001	high: 0.4503	 avg: 0.4503	   word: cold gas
count: 00001	high: 0.4747	 avg: 0.4747	   word: infinite density
count: 00001	high: 0.5322	 avg: 0.5322	   word: scale factor increases
count: 00001	high: 0.5789	 avg: 0.5789	   word: simple analytical solution
count: 00001	high: 0.5840	 avg: 0.5840	   word: relativistic self-gravitating Bose-Einstein
count: 00001	high: 0.6121	 avg: 0.6121	   word: certain cosmological models
count: 00001	high: 0.7166	 avg: 0.7166	   word: stiff matter era
count: 00001	high: 0.7206	 avg: 0.7206	   word: primordial universe
count: 00001	high: 0.9783	 avg: 0.9783	   word: stiff matter
count: 00001	high: 0.4440	 avg: 0.4440	   word: fields
count: 00001	high: 0.4516	 avg: 0.4516	   word: end
count: 00001	high: 0.4574	 avg: 0.4574	   word: beginning
count: 00001	high: 0.4770	 avg: 0.4770	   word: value
count: 00001	high: 0.6152	 avg: 0.6152	   word: one-parameter models
count: 00001	high: 0.6507	 avg: 0.6507	   word: single model
count: 00001	high: 0.6756	 avg: 0.6756	   word: smooth transition
count: 00001	high: 0.6847	 avg: 0.6847	   word: variable equation
count: 00001	high: 0.7024	 avg: 0.7024	   word: dark-energy models
count: 00001	high: 0.8370	 avg: 0.8370	   word: late time behavior
count: 00001	high: 0.9042	 avg: 0.9042	   word: minimally coupled scalar
count: 00001	high: 0.2979	 avg: 0.2979	   word: Sitter solution
count: 00001	high: 0.3213	 avg: 0.3213	   word: stationary solution
count: 00001	high: 0.3282	 avg: 0.3282	   word: Petrov type
count: 00001	high: 0.4261	 avg: 0.4261	   word: Reissner-Nordstrom-dark energy space
count: 00001	high: 0.4409	 avg: 0.4409	   word: relativistic dark energy
count: 00001	high: 0.4445	 avg: 0.4445	   word: Reissner-Nordstrom-dark energy solution
count: 00001	high: 0.4535	 avg: 0.4535	   word: dark energy solution
count: 00001	high: 0.4732	 avg: 0.4732	   word: electromagnetic field
count: 00001	high: 0.5762	 avg: 0.5762	   word: Reissner-Nordstrom-dark energy
count: 00001	high: 0.7942	 avg: 0.7942	   word: Reissner-Nordstrom black hole
count: 00001	high: 0.2483	 avg: 0.2483	   word: Chavanis
count: 00001	high: 0.2491	 avg: 0.2491	   word: Tooper
count: 00001	high: 0.2515	 avg: 0.2515	   word: account
count: 00001	high: 0.2551	 avg: 0.2551	   word: limitations
count: 00001	high: 0.2679	 avg: 0.2679	   word: formalism
count: 00001	high: 0.3122	 avg: 0.3122	   word: relation
count: 00001	high: 0.4631	 avg: 0.4631	   word: universe experiences
count: 00001	high: 0.4773	 avg: 0.4773	   word: simple generalization
count: 00001	high: 0.4779	 avg: 0.4779	   word: fully-relativistic model
count: 00001	high: 0.4914	 avg: 0.4914	   word: pressure effects
count: 00001	high: 0.5131	 avg: 0.5131	   word: cosmological singularity
count: 00001	high: 0.5177	 avg: 0.5177	   word: baryon stars
count: 00001	high: 0.5200	 avg: 0.5200	   word: high densities
count: 00001	high: 0.5259	 avg: 0.5259	   word: neutron stars
count: 00001	high: 0.5374	 avg: 0.5374	   word: cold baryons
count: 00001	high: 0.5601	 avg: 0.5601	   word: stiff equation
count: 00001	high: 0.5623	 avg: 0.5623	   word: superfluid properties
count: 00001	high: 0.5774	 avg: 0.5774	   word: Bose-Einstein condensate
count: 00001	high: 0.7101	 avg: 0.7101	   word: dark energy phase
count: 00001	high: 0.7439	 avg: 0.7439	   word: rest-mass density
count: 00001	high: 0.7646	 avg: 0.7646	   word: vector meson field
count: 00001	high: 0.7833	 avg: 0.7833	   word: dust matter phase
count: 00001	high: 0.7861	 avg: 0.7861	   word: general relativistic BEC
count: 00001	high: 0.8132	 avg: 0.8132	   word: compact astrophysical objects
count: 00001	high: 0.8225	 avg: 0.8225	   word: classical BECs
count: 00001	high: 0.8259	 avg: 0.8259	   word: stiff matter phase
count: 00001	high: 0.8657	 avg: 0.8657	   word: self-gravitating BECs
count: 00001	high: 0.9463	 avg: 0.9463	   word: partially-relativistic model
count: 00001	high: 0.9917	 avg: 0.9917	   word: maximum mass
count: 00001	high: 0.2470	 avg: 0.2470	   word: article
count: 00001	high: 0.3900	 avg: 0.3900	   word: complete solution
count: 00001	high: 0.3948	 avg: 0.3948	   word: successful models
count: 00001	high: 0.3958	 avg: 0.3958	   word: b-interaction term
count: 00001	high: 0.4049	 avg: 0.4049	   word: greater compliance
count: 00001	high: 0.4098	 avg: 0.4098	   word: non-conventional models
count: 00001	high: 0.4241	 avg: 0.4241	   word: satisfactory solution
count: 00001	high: 0.4334	 avg: 0.4334	   word: major setback
count: 00001	high: 0.6409	 avg: 0.6409	   word: logically chosen interaction
count: 00001	high: 0.6883	 avg: 0.6883	   word: long standing coincidence
count: 00001	high: 0.7929	 avg: 0.7929	   word: well-known cosmic coincidence
count: 00001	high: 0.4466	 avg: 0.4466	   word: connection
count: 00001	high: 0.6580	 avg: 0.6580	   word: self-interaction potential
count: 00001	high: 0.6837	 avg: 0.6837	   word: extra term
count: 00001	high: 0.7041	 avg: 0.7041	   word: flat Universe
count: 00001	high: 0.7074	 avg: 0.7074	   word: luminosity distance
count: 00001	high: 0.7221	 avg: 0.7221	   word: tachyon field
count: 00001	high: 0.7279	 avg: 0.7279	   word: density parameters
count: 00001	high: 0.7575	 avg: 0.7575	   word: Lagrangian density
count: 00001	high: 0.4917	 avg: 0.4917	   word: angle
count: 00001	high: 0.4982	 avg: 0.4982	   word: candidate
count: 00001	high: 0.5271	 avg: 0.5271	   word: photons
count: 00001	high: 0.6755	 avg: 0.6755	   word: possible energy
count: 00001	high: 0.7615	 avg: 0.7615	   word: Jacobi-elliptic integrals
count: 00001	high: 0.7896	 avg: 0.7896	   word: Ishak method
count: 00001	high: 0.8077	 avg: 0.8077	   word: angular momentum
count: 00001	high: 0.9379	 avg: 0.9379	   word: photon trajectories
count: 00001	high: 0.9393	 avg: 0.9393	   word: null geodesics
count: 00001	high: 0.4322	 avg: 0.4322	   word: comparison
count: 00001	high: 0.4326	 avg: 0.4326	   word: fact
count: 00001	high: 0.4331	 avg: 0.4331	   word: rest
count: 00001	high: 0.4351	 avg: 0.4351	   word: source
count: 00001	high: 0.4415	 avg: 0.4415	   word: conclusions
count: 00001	high: 0.4554	 avg: 0.4554	   word: antigravity
count: 00001	high: 0.4844	 avg: 0.4844	   word: collision
count: 00001	high: 0.5656	 avg: 0.5656	   word: physical vacuum
count: 00001	high: 0.5729	 avg: 0.5729	   word: standard particles
count: 00001	high: 0.5873	 avg: 0.5873	   word: classic analogue
count: 00001	high: 0.6021	 avg: 0.6021	   word: kinetic energies
count: 00001	high: 0.6027	 avg: 0.6027	   word: opposite velocities
count: 00001	high: 0.6067	 avg: 0.6067	   word: standard particle
count: 00001	high: 0.6081	 avg: 0.6081	   word: simple approach
count: 00001	high: 0.6120	 avg: 0.6120	   word: kinetic energy
count: 00001	high: 0.6177	 avg: 0.6177	   word: negative momentum
count: 00001	high: 0.6694	 avg: 0.6694	   word: hypothetical particle
count: 00001	high: 0.7161	 avg: 0.7161	   word: strong electric field
count: 00001	high: 0.7615	 avg: 0.7615	   word: mechanical particle pair
count: 00001	high: 0.7615	 avg: 0.7615	   word: large negative pressure
count: 00001	high: 0.7800	 avg: 0.7800	   word: general physics tools
count: 00001	high: 0.8150	 avg: 0.8150	   word: standard harmonic oscillator
count: 00001	high: 0.9843	 avg: 0.9843	   word: phantom harmonic oscillator
count: 00001	high: 0.5386	 avg: 0.5386	   word: generalized version
count: 00001	high: 0.6013	 avg: 0.6013	   word: differential equation
count: 00001	high: 0.6759	 avg: 0.6759	   word: dark energy model
count: 00001	high: 0.7087	 avg: 0.7087	   word: non-flat FRW universes
count: 00001	high: 0.7383	 avg: 0.7383	   word: varying parameter
count: 00001	high: 0.4896	 avg: 0.4896	   word: radius
count: 00001	high: 0.6965	 avg: 0.6965	   word: cosmographic parameters
count: 00001	high: 0.7593	 avg: 0.7593	   word: standard choices
count: 00001	high: 0.7822	 avg: 0.7822	   word: IR cut-off
count: 00001	high: 0.7988	 avg: 0.7988	   word: common choices
count: 00001	high: 0.9511	 avg: 0.9511	   word: Ricci length scale
count: 00001	high: 0.9585	 avg: 0.9585	   word: present work deals
count: 00001	high: 0.3343	 avg: 0.3343	   word: circumstances
count: 00001	high: 0.3398	 avg: 0.3398	   word: counterparts
count: 00001	high: 0.3399	 avg: 0.3399	   word: contrary
count: 00001	high: 0.3418	 avg: 0.3418	   word: assignment
count: 00001	high: 0.3421	 avg: 0.3421	   word: superiority
count: 00001	high: 0.3734	 avg: 0.3734	   word: setup
count: 00001	high: 0.3957	 avg: 0.3957	   word: realization
count: 00001	high: 0.4544	 avg: 0.4544	   word: present energy
count: 00001	high: 0.4553	 avg: 0.4553	   word: current universe
count: 00001	high: 0.4563	 avg: 0.4563	   word: previous models
count: 00001	high: 0.4618	 avg: 0.4618	   word: logarithmic model
count: 00001	high: 0.4621	 avg: 0.4621	   word: exponential model
count: 00001	high: 0.4681	 avg: 0.4681	   word: phantom regime
count: 00001	high: 0.4803	 avg: 0.4803	   word: considerable departure
count: 00001	high: 0.4852	 avg: 0.4852	   word: cosmological viability
count: 00001	high: 0.4925	 avg: 0.4925	   word: interaction terms
count: 00001	high: 0.5234	 avg: 0.5234	   word: torsion component
count: 00001	high: 0.5397	 avg: 0.5397	   word: cosmological coincidence
count: 00001	high: 0.6006	 avg: 0.6006	   word: negative interaction values
count: 00001	high: 0.6026	 avg: 0.6026	   word: current scenario
count: 00001	high: 0.6068	 avg: 0.6068	   word: model dependent phenomenon
count: 00001	high: 0.6332	 avg: 0.6332	   word: best possible tool
count: 00001	high: 0.6363	 avg: 0.6363	   word: coincidence scenario
count: 00001	high: 0.7380	 avg: 0.7380	   word: satisfactory stationary scenario
count: 00001	high: 0.9082	 avg: 0.9082	   word: stationary scenario
count: 00001	high: 0.3307	 avg: 0.3307	   word: suitability
count: 00001	high: 0.3831	 avg: 0.3831	   word: trajectories
count: 00001	high: 0.3968	 avg: 0.3968	   word: present universe
count: 00001	high: 0.4034	 avg: 0.4034	   word: early universe
count: 00001	high: 0.4163	 avg: 0.4163	   word: big question
count: 00001	high: 0.4334	 avg: 0.4334	   word: comparative scenario
count: 00001	high: 0.4825	 avg: 0.4825	   word: future universe
count: 00001	high: 0.5002	 avg: 0.5002	   word: various dark energy
count: 00001	high: 0.5194	 avg: 0.5194	   word: various Chaplygin gas
count: 00001	high: 0.5848	 avg: 0.5848	   word: Loop quantum deviations
count: 00001	high: 0.7800	 avg: 0.7800	   word: Loop quantum effects
count: 00001	high: 0.7856	 avg: 0.7856	   word: Loop quantum gravity
count: 00001	high: 0.9747	 avg: 0.9747	   word: loop quantum
count: 00001	high: 0.4363	 avg: 0.4363	   word: H,t
count: 00001	high: 0.4863	 avg: 0.4863	   word: allowance
count: 00001	high: 0.5233	 avg: 0.5233	   word: corrections
count: 00001	high: 0.6081	 avg: 0.6081	   word: common properties
count: 00001	high: 0.6362	 avg: 0.6362	   word: analytic representation
count: 00001	high: 0.6809	 avg: 0.6809	   word: bounce universes
count: 00001	high: 0.6818	 avg: 0.6818	   word: Little Rip
count: 00001	high: 0.6951	 avg: 0.6951	   word: inhomogeneous equation
count: 00001	high: 0.6955	 avg: 0.6955	   word: thermodynamical parameters
