count: 00019	high: 0.6887	 avg: 0.3685	   word: cosmology
count: 00003	high: 0.4297	 avg: 0.3367	   word: freedom
count: 00003	high: 0.4697	 avg: 0.4047	   word: case
count: 00003	high: 0.6474	 avg: 0.5732	   word: Einstein equations
count: 00003	high: 0.6469	 avg: 0.5082	   word: energy-momentum tensor
count: 00003	high: 0.6819	 avg: 0.5926	   word: general relativity
count: 00003	high: 0.3448	 avg: 0.3071	   word: role
count: 00003	high: 0.4347	 avg: 0.3419	   word: parameters
count: 00003	high: 0.4210	 avg: 0.3855	   word: article
count: 00003	high: 0.4275	 avg: 0.3919	   word: results
count: 00003	high: 0.5666	 avg: 0.5218	   word: structure formation
count: 00003	high: 0.4964	 avg: 0.4273	   word: quantum theory
count: 00003	high: 0.4286	 avg: 0.3239	   word: kind
count: 00003	high: 0.7114	 avg: 0.6207	   word: Friedmann equations
count: 00003	high: 0.7478	 avg: 0.5017	   word: Einstein gravity
count: 00003	high: 0.4476	 avg: 0.3448	   word: radiation
count: 00003	high: 0.6716	 avg: 0.5097	   word: cosmological parameters
count: 00003	high: 0.4275	 avg: 0.3359	   word: context
count: 00003	high: 0.2554	 avg: 0.2458	   word: study
count: 00003	high: 0.4285	 avg: 0.3503	   word: analysis
count: 00003	high: 0.4098	 avg: 0.3676	   word: thermodynamics
count: 00003	high: 0.7167	 avg: 0.5968	   word: matter field
count: 00003	high: 0.8645	 avg: 0.5760	   word: different models
count: 00003	high: 0.5421	 avg: 0.5074	   word: state parameter
count: 00003	high: 0.6331	 avg: 0.5539	   word: numerical analysis
count: 00003	high: 0.5084	 avg: 0.4342	   word: time
count: 00003	high: 0.6015	 avg: 0.5375	   word: matter content
count: 00002	high: 0.4788	 avg: 0.4365	   word: early time
count: 00002	high: 0.4529	 avg: 0.3359	   word: particles
count: 00002	high: 0.7166	 avg: 0.6132	   word: coincidence problem
count: 00002	high: 0.6768	 avg: 0.4974	   word: perfect fluid
count: 00002	high: 0.8043	 avg: 0.7837	   word: late time evolution
count: 00002	high: 0.4579	 avg: 0.3702	   word: consequences
count: 00002	high: 0.4693	 avg: 0.3854	   word: similarities
count: 00002	high: 0.6031	 avg: 0.5505	   word: particle physics
count: 00002	high: 0.4598	 avg: 0.4177	   word: Universe
count: 00002	high: 0.5564	 avg: 0.5251	   word: gravitational field
count: 00002	high: 0.4102	 avg: 0.3861	   word: expansion
count: 00002	high: 0.4405	 avg: 0.4315	   word: structure
count: 00002	high: 0.4327	 avg: 0.3867	   word: choices
count: 00002	high: 0.4359	 avg: 0.3837	   word: validity
count: 00002	high: 0.4436	 avg: 0.3996	   word: singularity
count: 00002	high: 0.6899	 avg: 0.6161	   word: approximation methods
count: 00002	high: 0.4948	 avg: 0.4669	   word: observations
count: 00002	high: 0.4449	 avg: 0.3967	   word: technique
count: 00002	high: 0.5579	 avg: 0.5127	   word: quantum evolution
count: 00002	high: 0.6640	 avg: 0.6164	   word: isotropic model
count: 00002	high: 0.4339	 avg: 0.3473	   word: agreement
count: 00002	high: 0.5289	 avg: 0.5045	   word: CDM model
count: 00002	high: 0.4434	 avg: 0.4210	   word: problem
count: 00002	high: 0.4564	 avg: 0.3943	   word: equations
count: 00002	high: 0.4444	 avg: 0.3969	   word: R,T
count: 00002	high: 0.5483	 avg: 0.5280	   word: curvature
count: 00002	high: 0.7016	 avg: 0.5615	   word: cosmological background
count: 00002	high: 0.7318	 avg: 0.4980	   word: cosmological fluid
count: 00002	high: 0.3293	 avg: 0.2709	   word: trace
count: 00002	high: 0.6589	 avg: 0.6307	   word: new approach
count: 00002	high: 0.9181	 avg: 0.7397	   word: -dimensional field equations
count: 00002	high: 0.8718	 avg: 0.6677	   word: BD theory
count: 00002	high: 0.8776	 avg: 0.7193	   word: turning point
count: 00002	high: 0.4571	 avg: 0.4342	   word: interaction
count: 00002	high: 0.4137	 avg: 0.3430	   word: consideration
count: 00002	high: 0.9512	 avg: 0.7107	   word: phantom field
count: 00002	high: 0.9422	 avg: 0.7081	   word: perturbation theory
count: 00002	high: 0.9582	 avg: 0.7550	   word: cosmological perturbations
count: 00002	high: 0.4748	 avg: 0.4723	   word: background geometry
count: 00002	high: 0.9202	 avg: 0.6995	   word: particle creation
count: 00002	high: 0.4322	 avg: 0.4039	   word: universe
count: 00002	high: 0.4724	 avg: 0.3876	   word: coordinates
count: 00002	high: 0.3400	 avg: 0.2790	   word: Hamiltonian
count: 00002	high: 0.3968	 avg: 0.3933	   word: present universe
count: 00002	high: 0.9589	 avg: 0.7690	   word: Brans-Dicke theory
count: 00002	high: 0.4414	 avg: 0.3406	   word: LQC
count: 00002	high: 0.6067	 avg: 0.4480	   word: self-interacting potential
count: 00002	high: 0.6234	 avg: 0.5097	   word: arbitrary function
count: 00002	high: 0.2632	 avg: 0.2574	   word: account
count: 00002	high: 0.3436	 avg: 0.3068	   word: modification
count: 00002	high: 0.4496	 avg: 0.3624	   word: scenarios
count: 00002	high: 0.4298	 avg: 0.3364	   word: manuscript
count: 00002	high: 0.8008	 avg: 0.7226	   word: isotropic loop quantum
count: 00002	high: 0.9688	 avg: 0.9237	   word: Noether symmetry approach
count: 00002	high: 0.3432	 avg: 0.2957	   word: point
count: 00002	high: 0.4533	 avg: 0.4005	   word: infinity
count: 00002	high: 0.3552	 avg: 0.2788	   word: Bianchi
count: 00002	high: 0.4317	 avg: 0.4004	   word: space-time
count: 00002	high: 0.9224	 avg: 0.7984	   word: Big Bang
count: 00002	high: 0.4315	 avg: 0.3300	   word: correspondence
count: 00002	high: 0.3199	 avg: 0.2810	   word: solutions
count: 00002	high: 0.3357	 avg: 0.2901	   word: quintessence
count: 00002	high: 0.7162	 avg: 0.5462	   word: Hubble parameter
count: 00002	high: 0.3881	 avg: 0.3605	   word: phantom divide
count: 00002	high: 0.5194	 avg: 0.4931	   word: flat universe
count: 00002	high: 0.8632	 avg: 0.7631	   word: holographic dark energy
count: 00002	high: 0.3287	 avg: 0.3093	   word: equation
count: 00002	high: 0.6436	 avg: 0.5977	   word: observational data
count: 00002	high: 0.4450	 avg: 0.4358	   word: degrees
count: 00002	high: 0.4617	 avg: 0.4286	   word: Cosmology
count: 00002	high: 0.4423	 avg: 0.4081	   word: effective description
count: 00002	high: 0.8731	 avg: 0.6575	   word: canonical variables
count: 00002	high: 0.4841	 avg: 0.4595	   word: Einstein
count: 00002	high: 0.4888	 avg: 0.3946	   word: torsion
count: 00002	high: 0.4367	 avg: 0.4332	   word: models
count: 00002	high: 0.6007	 avg: 0.5796	   word: Friedmann-Robertson-Walker geometry
count: 00002	high: 0.6039	 avg: 0.5275	   word: spatial sections
count: 00001	high: 0.3726	 avg: 0.3726	   word: open issues
count: 00001	high: 0.3739	 avg: 0.3739	   word: Current directions
count: 00001	high: 0.3874	 avg: 0.3874	   word: central topic
count: 00001	high: 0.3949	 avg: 0.3949	   word: general picture
count: 00001	high: 0.4098	 avg: 0.4098	   word: fundamental ideas
count: 00001	high: 0.4137	 avg: 0.4137	   word: moderate details
count: 00001	high: 0.4363	 avg: 0.4363	   word: nonperturbative approach
count: 00001	high: 0.4596	 avg: 0.4596	   word: canonical formulation
count: 00001	high: 0.5042	 avg: 0.5042	   word: systematic derivations
count: 00001	high: 0.7122	 avg: 0.7122	   word: spin foam theory
count: 00001	high: 0.7135	 avg: 0.7135	   word: black hole thermodynamics
count: 00001	high: 0.8006	 avg: 0.8006	   word: consistent quantum theory
count: 00001	high: 0.8177	 avg: 0.8177	   word: logically orderly fashion
count: 00001	high: 0.9538	 avg: 0.9538	   word: loop quantum gravity
count: 00001	high: 0.3322	 avg: 0.3322	   word: p_
count: 00001	high: 0.3326	 avg: 0.3326	   word: p=
count: 00001	high: 0.3347	 avg: 0.3347	   word: means
count: 00001	high: 0.3484	 avg: 0.3484	   word: rip
count: 00001	high: 0.4851	 avg: 0.4851	   word: scale factors
count: 00001	high: 0.4887	 avg: 0.4887	   word: universe fate
count: 00001	high: 0.5014	 avg: 0.5014	   word: \gamma -1
count: 00001	high: 0.5022	 avg: 0.5022	   word: specific choice
count: 00001	high: 0.5026	 avg: 0.5026	   word: Einstein theory
count: 00001	high: 0.5168	 avg: 0.5168	   word: bulk space
count: 00001	high: 0.5360	 avg: 0.5360	   word: linear equation
count: 00001	high: 0.6455	 avg: 0.6455	   word: Kantowski-Sachs cosmological model
count: 00001	high: 0.6967	 avg: 0.6967	   word: specific matter choice
count: 00001	high: 0.7271	 avg: 0.7271	   word: standard Kantowski-Sachs cosmology
count: 00001	high: 0.7447	 avg: 0.7447	   word: dimensional anti-de Sitter
count: 00001	high: 0.8712	 avg: 0.8712	   word: brane Kantowski-Scahs cosmology
count: 00001	high: 0.8868	 avg: 0.8868	   word: brane Kantowski-Sachs universe
count: 00001	high: 0.9152	 avg: 0.9152	   word: brane Kantowski-Sachs cosmology
count: 00001	high: 0.3790	 avg: 0.3790	   word: Planck era
count: 00001	high: 0.3928	 avg: 0.3928	   word: primordial region
count: 00001	high: 0.4028	 avg: 0.4028	   word: Klein-Gordon equation
count: 00001	high: 0.4117	 avg: 0.4117	   word: cyclic scenario
count: 00001	high: 0.4174	 avg: 0.4174	   word: cosmological evolution
count: 00001	high: 0.4462	 avg: 0.4462	   word: homogeneous universe
count: 00001	high: 0.4516	 avg: 0.4516	   word: phantom matter
count: 00001	high: 0.4532	 avg: 0.4532	   word: dust matter
count: 00001	high: 0.4672	 avg: 0.4672	   word: Friedmann equation
count: 00001	high: 0.5075	 avg: 0.5075	   word: quantum fields
count: 00001	high: 0.5264	 avg: 0.5264	   word: future bounce
count: 00001	high: 0.5587	 avg: 0.5587	   word: big bounce
count: 00001	high: 0.5877	 avg: 0.5877	   word: late time phases
count: 00001	high: 0.6027	 avg: 0.6027	   word: quantum particle production
count: 00001	high: 0.6292	 avg: 0.6292	   word: non-minimally coupled scalar
count: 00001	high: 0.6334	 avg: 0.6334	   word: dark energy component
count: 00001	high: 0.6516	 avg: 0.6516	   word: quantum gravity modifications
count: 00001	high: 0.6676	 avg: 0.6676	   word: quantum background density
count: 00001	high: 0.7040	 avg: 0.7040	   word: big rip singularity
count: 00001	high: 0.7639	 avg: 0.7639	   word: late time bounce
count: 00001	high: 0.3124	 avg: 0.3124	   word: odel models
count: 00001	high: 0.3272	 avg: 0.3272	   word: i. e.
count: 00001	high: 0.3284	 avg: 0.3284	   word: consideration point
count: 00001	high: 0.3374	 avg: 0.3374	   word: closed form
count: 00001	high: 0.3896	 avg: 0.3896	   word: non-perfect fluids
count: 00001	high: 0.3909	 avg: 0.3909	   word: anisotropic pressure
count: 00001	high: 0.3961	 avg: 0.3961	   word: structure constants
count: 00001	high: 0.4811	 avg: 0.4811	   word: thermodynamic equilibrium
count: 00001	high: 0.5431	 avg: 0.5431	   word: parallax-free space-times
count: 00001	high: 0.6249	 avg: 0.6249	   word: specific thermodynamic conditions
count: 00001	high: 0.6324	 avg: 0.6324	   word: standard phase cosmology
count: 00001	high: 0.6906	 avg: 0.6906	   word: three-dimensional isometry group
count: 00001	high: 0.8858	 avg: 0.8858	   word: kinematical quantities
count: 00001	high: 0.9177	 avg: 0.9177	   word: respective propagation equations
count: 00001	high: 0.9618	 avg: 0.9618	   word: constitutive equations
count: 00001	high: 0.2483	 avg: 0.2483	   word: Chavanis
count: 00001	high: 0.2491	 avg: 0.2491	   word: Tooper
count: 00001	high: 0.2551	 avg: 0.2551	   word: limitations
count: 00001	high: 0.2679	 avg: 0.2679	   word: formalism
count: 00001	high: 0.2965	 avg: 0.2965	   word: Zel'dovich
count: 00001	high: 0.4631	 avg: 0.4631	   word: universe experiences
count: 00001	high: 0.4773	 avg: 0.4773	   word: simple generalization
count: 00001	high: 0.4779	 avg: 0.4779	   word: fully-relativistic model
count: 00001	high: 0.4914	 avg: 0.4914	   word: pressure effects
count: 00001	high: 0.5131	 avg: 0.5131	   word: cosmological singularity
count: 00001	high: 0.5177	 avg: 0.5177	   word: baryon stars
count: 00001	high: 0.5200	 avg: 0.5200	   word: high densities
count: 00001	high: 0.5259	 avg: 0.5259	   word: neutron stars
count: 00001	high: 0.5374	 avg: 0.5374	   word: cold baryons
count: 00001	high: 0.5601	 avg: 0.5601	   word: stiff equation
count: 00001	high: 0.5623	 avg: 0.5623	   word: superfluid properties
count: 00001	high: 0.5774	 avg: 0.5774	   word: Bose-Einstein condensate
count: 00001	high: 0.7101	 avg: 0.7101	   word: dark energy phase
count: 00001	high: 0.7439	 avg: 0.7439	   word: rest-mass density
count: 00001	high: 0.7646	 avg: 0.7646	   word: vector meson field
count: 00001	high: 0.7833	 avg: 0.7833	   word: dust matter phase
count: 00001	high: 0.7861	 avg: 0.7861	   word: general relativistic BEC
count: 00001	high: 0.8132	 avg: 0.8132	   word: compact astrophysical objects
count: 00001	high: 0.8225	 avg: 0.8225	   word: classical BECs
count: 00001	high: 0.8259	 avg: 0.8259	   word: stiff matter phase
count: 00001	high: 0.8657	 avg: 0.8657	   word: self-gravitating BECs
count: 00001	high: 0.9463	 avg: 0.9463	   word: partially-relativistic model
count: 00001	high: 0.9917	 avg: 0.9917	   word: maximum mass
count: 00001	high: 0.3439	 avg: 0.3439	   word: package
count: 00001	high: 0.3442	 avg: 0.3442	   word: features
count: 00001	high: 0.3809	 avg: 0.3809	   word: basics
count: 00001	high: 0.4590	 avg: 0.4590	   word: GRTensorII
count: 00001	high: 0.6313	 avg: 0.6313	   word: Maple procedures
count: 00001	high: 0.6476	 avg: 0.6476	   word: teaching purposes
count: 00001	high: 0.6597	 avg: 0.6597	   word: Schwarzschild solution
count: 00001	high: 0.8467	 avg: 0.8467	   word: simple cosmological models
count: 00001	high: 0.5901	 avg: 0.5901	   word: recent results
count: 00001	high: 0.6200	 avg: 0.6200	   word: conventional cosmology
count: 00001	high: 0.6223	 avg: 0.6223	   word: PAMELA experiment
count: 00001	high: 0.6300	 avg: 0.6300	   word: positron events
count: 00001	high: 0.6360	 avg: 0.6360	   word: fluid components
count: 00001	high: 0.6455	 avg: 0.6455	   word: dissipative effects
count: 00001	high: 0.6495	 avg: 0.6495	   word: anomalous excess
count: 00001	high: 0.7887	 avg: 0.7887	   word: different cooling rates
count: 00001	high: 0.8085	 avg: 0.8085	   word: thermal relic abundance
count: 00001	high: 0.8328	 avg: 0.8328	   word: Big Bang Nucleosynthesis
count: 00001	high: 0.8591	 avg: 0.8591	   word: bulk viscosity
count: 00001	high: 0.8927	 avg: 0.8927	   word: primordial cosmic matter
count: 00001	high: 0.9266	 avg: 0.9266	   word: relativistic imperfect fluid
count: 00001	high: 0.3654	 avg: 0.3654	   word: constraints
count: 00001	high: 0.6450	 avg: 0.6450	   word: gravity models
count: 00001	high: 0.6994	 avg: 0.6994	   word: simple symmetry
count: 00001	high: 0.7609	 avg: 0.7609	   word: curved spaces
count: 00001	high: 0.8172	 avg: 0.8172	   word: consistency considerations
count: 00001	high: 0.9464	 avg: 0.9464	   word: possible Friedmann equations
count: 00001	high: 0.4407	 avg: 0.4407	   word: step
count: 00001	high: 0.4572	 avg: 0.4572	   word: differences
count: 00001	high: 0.6355	 avg: 0.6355	   word: dimensional model
count: 00001	high: 0.7409	 avg: 0.7409	   word: spacetime dimension
count: 00001	high: 0.2530	 avg: 0.2530	   word: family
count: 00001	high: 0.2555	 avg: 0.2555	   word: description
count: 00001	high: 0.7634	 avg: 0.7634	   word: matter degrees
count: 00001	high: 0.9912	 avg: 0.9912	   word: ahler-Einstein Fano manifolds
count: 00001	high: 0.3401	 avg: 0.3401	   word: result
count: 00001	high: 0.3539	 avg: 0.3539	   word: duality
count: 00001	high: 0.4624	 avg: 0.4624	   word: cosmologies
count: 00001	high: 0.5013	 avg: 0.5013	   word: known evidence
count: 00001	high: 0.5019	 avg: 0.5019	   word: theoretical values
count: 00001	high: 0.5179	 avg: 0.5179	   word: experimental counterparts
count: 00001	high: 0.5212	 avg: 0.5212	   word: running parameter
count: 00001	high: 0.5325	 avg: 0.5325	   word: inflation case
count: 00001	high: 0.5391	 avg: 0.5391	   word: fine set
count: 00001	high: 0.5516	 avg: 0.5516	   word: small parameters
count: 00001	high: 0.5589	 avg: 0.5589	   word: scalar perturbations
count: 00001	high: 0.5987	 avg: 0.5987	   word: inflationary cosmology
count: 00001	high: 0.6647	 avg: 0.6647	   word: accurate astronomical observations
count: 00001	high: 0.6744	 avg: 0.6744	   word: recent PLANCK data
count: 00001	high: 0.7325	 avg: 0.7325	   word: matter bounce scenarios
count: 00001	high: 0.7443	 avg: 0.7443	   word: exact Sitter regime
count: 00001	high: 0.7582	 avg: 0.7582	   word: contracting phase
count: 00001	high: 0.7793	 avg: 0.7793	   word: usual slow-roll parameters
count: 00001	high: 0.7907	 avg: 0.7907	   word: nearly matter
count: 00001	high: 0.7952	 avg: 0.7952	   word: Sitter regime
count: 00001	high: 0.9148	 avg: 0.9148	   word: spectral index
count: 00001	high: 0.4292	 avg: 0.4292	   word: functions
count: 00001	high: 0.4306	 avg: 0.4306	   word: parametrizations
count: 00001	high: 0.4309	 avg: 0.4309	   word: reparametrization
count: 00001	high: 0.4320	 avg: 0.4320	   word: scheme
count: 00001	high: 0.4361	 avg: 0.4361	   word: derivatives
count: 00001	high: 0.4382	 avg: 0.4382	   word: transformations
count: 00001	high: 0.5320	 avg: 0.5320	   word: different frames
count: 00001	high: 0.5370	 avg: 0.5370	   word: invariants
count: 00001	high: 0.5452	 avg: 0.5452	   word: Jordan frames
count: 00001	high: 0.5546	 avg: 0.5546	   word: cosmological solutions
count: 00001	high: 0.5592	 avg: 0.5592	   word: Friedmann-Lema\^itre-Robertson-Walker cosmology
count: 00001	high: 0.5645	 avg: 0.5645	   word: physical meaning
count: 00001	high: 0.5674	 avg: 0.5674	   word: approximate equations
count: 00001	high: 0.5818	 avg: 0.5818	   word: post-Newtonian parameters
count: 00001	high: 0.5936	 avg: 0.5936	   word: generic parametrization
count: 00001	high: 0.6024	 avg: 0.6024	   word: derivative couplings
count: 00001	high: 0.6993	 avg: 0.6993	   word: different conformal frames
count: 00001	high: 0.7693	 avg: 0.7693	   word: general scalar-tensor gravity
count: 00001	high: 0.7817	 avg: 0.7817	   word: scalar field solutions
count: 00001	high: 0.3270	 avg: 0.3270	   word: behaviour
count: 00001	high: 0.3307	 avg: 0.3307	   word: suitability
count: 00001	high: 0.3480	 avg: 0.3480	   word: \textit
count: 00001	high: 0.3831	 avg: 0.3831	   word: trajectories
count: 00001	high: 0.4034	 avg: 0.4034	   word: early universe
count: 00001	high: 0.4163	 avg: 0.4163	   word: big question
count: 00001	high: 0.4334	 avg: 0.4334	   word: comparative scenario
count: 00001	high: 0.4825	 avg: 0.4825	   word: future universe
count: 00001	high: 0.5002	 avg: 0.5002	   word: various dark energy
count: 00001	high: 0.5194	 avg: 0.5194	   word: various Chaplygin gas
count: 00001	high: 0.5848	 avg: 0.5848	   word: Loop quantum deviations
count: 00001	high: 0.7176	 avg: 0.7176	   word: dark energy models
count: 00001	high: 0.7800	 avg: 0.7800	   word: Loop quantum effects
count: 00001	high: 0.7856	 avg: 0.7856	   word: Loop quantum gravity
count: 00001	high: 0.9747	 avg: 0.9747	   word: loop quantum
count: 00001	high: 0.4339	 avg: 0.4339	   word: smeared ones
count: 00001	high: 0.4382	 avg: 0.4382	   word: different choices
count: 00001	high: 0.4483	 avg: 0.4483	   word: local variables
count: 00001	high: 0.4590	 avg: 0.4590	   word: purely quantum
count: 00001	high: 0.5114	 avg: 0.5114	   word: expectation value
count: 00001	high: 0.5404	 avg: 0.5404	   word: regularization schemes
count: 00001	high: 0.7623	 avg: 0.7623	   word: inverse volume corrections
count: 00001	high: 0.8079	 avg: 0.8079	   word: lattice refinement framework
count: 00001	high: 0.8085	 avg: 0.8085	   word: fundamental theory corresponds
count: 00001	high: 0.8230	 avg: 0.8230	   word: fundamental microscopic theory
count: 00001	high: 0.8417	 avg: 0.8417	   word: coherent states
count: 00001	high: 0.9041	 avg: 0.9041	   word: Loop Quantum Gravity
count: 00001	high: 0.9178	 avg: 0.9178	   word: effective semiclassical description
count: 00001	high: 0.2023	 avg: 0.2023	   word: reheating
count: 00001	high: 0.3760	 avg: 0.3760	   word: toy models
count: 00001	high: 0.3948	 avg: 0.3948	   word: cosmological data
count: 00001	high: 0.3965	 avg: 0.3965	   word: inflation
count: 00001	high: 0.3979	 avg: 0.3979	   word: Friedmann universe
count: 00001	high: 0.4305	 avg: 0.4305	   word: graceful exit
count: 00001	high: 0.5795	 avg: 0.5795	   word: scalar field representation
count: 00001	high: 0.8023	 avg: 0.8023	   word: inhomogeneous EoS parameter
count: 00001	high: 0.9032	 avg: 0.9032	   word: inhomogeneous viscous fluid
count: 00001	high: 0.3337	 avg: 0.3337	   word: action
count: 00001	high: 0.4750	 avg: 0.4750	   word: early times
count: 00001	high: 0.5000	 avg: 0.5000	   word: kinetic energy
count: 00001	high: 0.5098	 avg: 0.5098	   word: infinitesimal generator
count: 00001	high: 0.5787	 avg: 0.5787	   word: corresponding Noether
count: 00001	high: 0.6043	 avg: 0.6043	   word: field potential function
count: 00001	high: 0.6307	 avg: 0.6307	   word: potential function
count: 00001	high: 0.6582	 avg: 0.6582	   word: accelerated expansion universe
count: 00001	high: 0.6592	 avg: 0.6592	   word: vector field
count: 00001	high: 0.6664	 avg: 0.6664	   word: coupling function
count: 00001	high: 0.6687	 avg: 0.6687	   word: phase space variables
count: 00001	high: 0.6757	 avg: 0.6757	   word: vector fields
count: 00001	high: 0.7084	 avg: 0.7084	   word: minisuperspace cosmological model
count: 00001	high: 0.3466	 avg: 0.3466	   word: difference
count: 00001	high: 0.3474	 avg: 0.3474	   word: sense
count: 00001	high: 0.3489	 avg: 0.3489	   word: concept
count: 00001	high: 0.3588	 avg: 0.3588	   word: vac
count: 00001	high: 0.3613	 avg: 0.3613	   word: consequence
count: 00001	high: 0.3727	 avg: 0.3727	   word: Noether
count: 00001	high: 0.5062	 avg: 0.5062	   word: topological characteristics
count: 00001	high: 0.5346	 avg: 0.5346	   word: Gupta equations
count: 00001	high: 0.5406	 avg: 0.5406	   word: FLRW cosmology
count: 00001	high: 0.5565	 avg: 0.5565	   word: observable effect
count: 00001	high: 0.5847	 avg: 0.5847	   word: Riemannian manifolds
count: 00001	high: 0.5951	 avg: 0.5951	   word: smooth deformation
count: 00001	high: 0.6606	 avg: 0.6606	   word: extrinsic geometry
count: 00001	high: 0.7097	 avg: 0.7097	   word: Einstein-Hilbert-like dynamical principle
count: 00001	high: 0.9400	 avg: 0.9400	   word: extrinsic curvature
count: 00001	high: 0.4439	 avg: 0.4439	   word: influence
count: 00001	high: 0.4489	 avg: 0.4489	   word: importance
count: 00001	high: 0.4517	 avg: 0.4517	   word: significance
count: 00001	high: 0.4697	 avg: 0.4697	   word: turbulence
count: 00001	high: 0.5752	 avg: 0.5752	   word: anisotropy
count: 00001	high: 0.6023	 avg: 0.6023	   word: recent developments
count: 00001	high: 0.6480	 avg: 0.6480	   word: future singularities
count: 00001	high: 0.6784	 avg: 0.6784	   word: Little Rip
count: 00001	high: 0.6859	 avg: 0.6859	   word: power-law decay
count: 00001	high: 0.7276	 avg: 0.7276	   word: viscous fluids
count: 00001	high: 0.8394	 avg: 0.8394	   word: causal cosmology theories
count: 00001	high: 0.8822	 avg: 0.8822	   word: relativistic universe models
count: 00001	high: 0.8869	 avg: 0.8869	   word: early inflationary era
count: 00001	high: 0.8976	 avg: 0.8976	   word: Bulk viscosity
count: 00001	high: 0.9002	 avg: 0.9002	   word: nonlinear viscosity
count: 00001	high: 0.9228	 avg: 0.9228	   word: cause exponential decay
count: 00001	high: 0.2886	 avg: 0.2886	   word: HDE model
count: 00001	high: 0.2931	 avg: 0.2931	   word: sound stability
count: 00001	high: 0.3043	 avg: 0.3043	   word: best values
count: 00001	high: 0.3185	 avg: 0.3185	   word: acceleration phase
count: 00001	high: 0.3227	 avg: 0.3227	   word: non-interacting case
count: 00001	high: 0.3234	 avg: 0.3234	   word: sound speed
count: 00001	high: 0.3244	 avg: 0.3244	   word: HDE
count: 00001	high: 0.4716	 avg: 0.4716	   word: BD framework
count: 00001	high: 0.5399	 avg: 0.5399	   word: stable DE-dominated universe
count: 00001	high: 0.5772	 avg: 0.5772	   word: matter-dark energy profile
count: 00001	high: 0.5826	 avg: 0.5826	   word: latest observational data
count: 00001	high: 0.5981	 avg: 0.5981	   word: flat FRW universe
count: 00001	high: 0.6745	 avg: 0.6745	   word: cosmic coincidence problem
count: 00001	high: 0.8124	 avg: 0.8124	   word: BD cosmology
count: 00001	high: 0.9082	 avg: 0.9082	   word: effective EoS parameter
count: 00001	high: 0.4397	 avg: 0.4397	   word: way
count: 00001	high: 0.4498	 avg: 0.4498	   word: dust
count: 00001	high: 0.6108	 avg: 0.6108	   word: quantum states
count: 00001	high: 0.6480	 avg: 0.6480	   word: approximate solutions
count: 00001	high: 0.6886	 avg: 0.6886	   word: Hamiltonian constraint
count: 00001	high: 0.7065	 avg: 0.7065	   word: linear polarization
count: 00001	high: 0.7157	 avg: 0.7157	   word: isotropic universe
count: 00001	high: 0.7168	 avg: 0.7168	   word: hybrid quantization
count: 00001	high: 0.7270	 avg: 0.7270	   word: inhomogeneous cosmology
count: 00001	high: 0.8504	 avg: 0.8504	   word: fluid effective behaviors
count: 00001	high: 0.8846	 avg: 0.8846	   word: physically interesting solutions
count: 00001	high: 0.9044	 avg: 0.9044	   word: quantum Gowdy model
count: 00001	high: 0.3894	 avg: 0.3894	   word: covariant
