count: 00012	high: 0.5352	 avg: 0.3370	   word: presence
count: 00001	high: 0.4530	 avg: 0.4530	   word: Lema\^
count: 00001	high: 0.4884	 avg: 0.4884	   word: character
count: 00001	high: 0.6345	 avg: 0.6345	   word: central feature
count: 00001	high: 0.6617	 avg: 0.6617	   word: necessary condition
count: 00001	high: 0.7048	 avg: 0.7048	   word: LT solutions
count: 00001	high: 0.7146	 avg: 0.7146	   word: fundamental role
count: 00001	high: 0.7278	 avg: 0.7278	   word: naked singularities
count: 00001	high: 0.8049	 avg: 0.8049	   word: cosmological observations
count: 00001	high: 0.8515	 avg: 0.8515	   word: cosmological models
count: 00001	high: 0.9003	 avg: 0.9003	   word: central density cusps
count: 00001	high: 0.9474	 avg: 0.9474	   word: complete gravitational collapse
count: 00001	high: 0.9845	 avg: 0.9845	   word: central density profile
count: 00001	high: 0.3487	 avg: 0.3487	   word: mass functions
count: 00001	high: 0.3529	 avg: 0.3529	   word: different values
count: 00001	high: 0.3536	 avg: 0.3536	   word: energy-momentum profiles
count: 00001	high: 0.3600	 avg: 0.3600	   word: specific conditions
count: 00001	high: 0.3614	 avg: 0.3614	   word: energy condition
count: 00001	high: 0.3686	 avg: 0.3686	   word: pressure profiles
count: 00001	high: 0.3690	 avg: 0.3690	   word: useful information
count: 00001	high: 0.3694	 avg: 0.3694	   word: mass function
count: 00001	high: 0.3701	 avg: 0.3701	   word: specific class
count: 00001	high: 0.3754	 avg: 0.3754	   word: shape functions
count: 00001	high: 0.3859	 avg: 0.3859	   word: state parameter
count: 00001	high: 0.3981	 avg: 0.3981	   word: vacuum states
count: 00001	high: 0.4002	 avg: 0.4002	   word: exotic matter
count: 00001	high: 0.4064	 avg: 0.4064	   word: Recent observations
count: 00001	high: 0.4118	 avg: 0.4118	   word: extended theories
count: 00001	high: 0.4225	 avg: 0.4225	   word: universe demands
count: 00001	high: 0.4398	 avg: 0.4398	   word: superstring theories
count: 00001	high: 0.5105	 avg: 0.5105	   word: wormhole throat
count: 00001	high: 0.6487	 avg: 0.6487	   word: volume integral quantifier
count: 00001	high: 0.6632	 avg: 0.6632	   word: usual spherical ones
count: 00001	high: 0.6820	 avg: 0.6820	   word: present accelerating expansion
count: 00001	high: 0.7512	 avg: 0.7512	   word: asymptotically flat wormhole
count: 00001	high: 0.8888	 avg: 0.8888	   word: cosmological constant background
count: 00001	high: 0.9278	 avg: 0.9278	   word: cosmological constant permits
count: 00001	high: 0.4850	 avg: 0.4850	   word: generalisation
count: 00001	high: 0.5124	 avg: 0.5124	   word: anti
count: 00001	high: 0.6092	 avg: 0.6092	   word: interior solution
count: 00001	high: 0.6188	 avg: 0.6188	   word: Hartle-Thorne vacuum
count: 00001	high: 0.6451	 avg: 0.6451	   word: angular velocity
count: 00001	high: 0.6490	 avg: 0.6490	   word: cosmological term
count: 00001	high: 0.7240	 avg: 0.7240	   word: -de Sitter
count: 00001	high: 0.7285	 avg: 0.7285	   word: Sitter space
count: 00001	high: 0.7751	 avg: 0.7751	   word: Wahlquist solution
count: 00001	high: 0.7778	 avg: 0.7778	   word: Sitter
count: 00001	high: 0.7842	 avg: 0.7842	   word: asymptotically flat region
count: 00001	high: 0.9206	 avg: 0.9206	   word: isolated rotating body
count: 00001	high: 0.2335	 avg: 0.2335	   word: source
count: 00001	high: 0.2365	 avg: 0.2365	   word: work
count: 00001	high: 0.2366	 avg: 0.2366	   word: choice
count: 00001	high: 0.2390	 avg: 0.2390	   word: class
count: 00001	high: 0.3895	 avg: 0.3895	   word: different aspects
count: 00001	high: 0.3899	 avg: 0.3899	   word: physical behaviour
count: 00001	high: 0.4024	 avg: 0.4024	   word: present epoch
count: 00001	high: 0.5565	 avg: 0.5565	   word: statefinder diagnostic pair
count: 00001	high: 0.5715	 avg: 0.5715	   word: perfect cosmic fluid
count: 00001	high: 0.6247	 avg: 0.6247	   word: constant deceleration parameter
count: 00001	high: 0.6936	 avg: 0.6936	   word: Kaluza-Klein cosmological models
count: 00001	high: 0.9439	 avg: 0.9439	   word: exponential volumetric expansion
count: 00001	high: 0.4248	 avg: 0.4248	   word: practice
count: 00001	high: 0.4264	 avg: 0.4264	   word: problems
count: 00001	high: 0.4272	 avg: 0.4272	   word: quantity
count: 00001	high: 0.4289	 avg: 0.4289	   word: notion
count: 00001	high: 0.4297	 avg: 0.4297	   word: inclusion
count: 00001	high: 0.4328	 avg: 0.4328	   word: counterparts
count: 00001	high: 0.4337	 avg: 0.4337	   word: enthalpy
count: 00001	high: 0.4383	 avg: 0.4383	   word: inconsistency
count: 00001	high: 0.4405	 avg: 0.4405	   word: applications
count: 00001	high: 0.4502	 avg: 0.4502	   word: law
count: 00001	high: 0.4548	 avg: 0.4548	   word: term
count: 00001	high: 0.5215	 avg: 0.5215	   word: multiforce case
count: 00001	high: 0.5258	 avg: 0.5258	   word: present work
count: 00001	high: 0.5263	 avg: 0.5263	   word: =8\pi T_
count: 00001	high: 0.5265	 avg: 0.5265	   word: linear component
count: 00001	high: 0.5292	 avg: 0.5292	   word: universal expressions
count: 00001	high: 0.5296	 avg: 0.5296	   word: internal energy
count: 00001	high: 0.5301	 avg: 0.5301	   word: electromagnetic field
count: 00001	high: 0.5317	 avg: 0.5317	   word: corresponding states
count: 00001	high: 0.5319	 avg: 0.5319	   word: free energies
count: 00001	high: 0.5342	 avg: 0.5342	   word: quintessence force
count: 00001	high: 0.5368	 avg: 0.5368	   word: critical exponents
count: 00001	high: 0.5422	 avg: 0.5422	   word: compelling reason
count: 00001	high: 0.5540	 avg: 0.5540	   word: Smarr relation
count: 00001	high: 0.5577	 avg: 0.5577	   word: early literature
count: 00001	high: 0.5702	 avg: 0.5702	   word: cosmological fluid
count: 00001	high: 0.5719	 avg: 0.5719	   word: cosmological approaches
count: 00001	high: 0.6326	 avg: 0.6326	   word: Einstein field equations
count: 00001	high: 0.6411	 avg: 0.6411	   word: regular black holes
count: 00001	high: 0.6511	 avg: 0.6511	   word: partial pressure
count: 00001	high: 0.6672	 avg: 0.6672	   word: effective stress-energy tensor
count: 00001	high: 0.6815	 avg: 0.6815	   word: thermodynamic volume
count: 00001	high: 0.8926	 avg: 0.8926	   word: variable mass parameter
count: 00001	high: 0.5444	 avg: 0.5444	   word: power-law behavior
count: 00001	high: 0.7049	 avg: 0.7049	   word: self-interacting potential
count: 00001	high: 0.7855	 avg: 0.7855	   word: hairy black hole
count: 00001	high: 0.8307	 avg: 0.8307	   word: so-called Teleparallel Equivalent
count: 00001	high: 0.8482	 avg: 0.8482	   word: torsion scalar
count: 00001	high: 0.3336	 avg: 0.3336	   word: resolution
count: 00001	high: 0.3395	 avg: 0.3395	   word: type
count: 00001	high: 0.3403	 avg: 0.3403	   word: regions
count: 00001	high: 0.3453	 avg: 0.3453	   word: average
count: 00001	high: 0.3464	 avg: 0.3464	   word: principle
count: 00001	high: 0.3643	 avg: 0.3643	   word: unification
count: 00001	high: 0.3735	 avg: 0.3735	   word: Broglie
count: 00001	high: 0.4957	 avg: 0.4957	   word: cosmological-constant problem
count: 00001	high: 0.4982	 avg: 0.4982	   word: large scale
count: 00001	high: 0.5284	 avg: 0.5284	   word: high-frequency transmission
count: 00001	high: 0.5337	 avg: 0.5337	   word: striking result
count: 00001	high: 0.5339	 avg: 0.5339	   word: well-defined window
count: 00001	high: 0.5642	 avg: 0.5642	   word: natural consequence
count: 00001	high: 0.5703	 avg: 0.5703	   word: five-dimensional theory
count: 00001	high: 0.5797	 avg: 0.5797	   word: shows waves
count: 00001	high: 0.7125	 avg: 0.7125	   word: toy two-phase model
count: 00001	high: 0.7153	 avg: 0.7153	   word: dispersion relation
count: 00001	high: 0.7393	 avg: 0.7393	   word: matter waves
count: 00001	high: 0.3870	 avg: 0.3870	   word: GW
count: 00001	high: 0.4020	 avg: 0.4020	   word: scalar
count: 00001	high: 0.4087	 avg: 0.4087	   word: manifold
count: 00001	high: 0.6057	 avg: 0.6057	   word: infinite number
count: 00001	high: 0.6134	 avg: 0.6134	   word: ) field.
count: 00001	high: 0.6442	 avg: 0.6442	   word: polarization modes
count: 00001	high: 0.6534	 avg: 0.6534	   word: dynamical solutions
count: 00001	high: 0.8543	 avg: 0.8543	   word: primordial pre-inflationary stage
count: 00001	high: 0.9556	 avg: 0.9556	   word: gravitational waves
count: 00001	high: 0.4363	 avg: 0.4363	   word: inflaton
count: 00001	high: 0.4455	 avg: 0.4455	   word: procedure
count: 00001	high: 0.4471	 avg: 0.4471	   word: breaking
count: 00001	high: 0.5006	 avg: 0.5006	   word: Nambu
count: 00001	high: 0.6161	 avg: 0.6161	   word: bare action
count: 00001	high: 0.6178	 avg: 0.6178	   word: non-minimal interaction
count: 00001	high: 0.6272	 avg: 0.6272	   word: field equation
count: 00001	high: 0.6325	 avg: 0.6325	   word: energy scale
count: 00001	high: 0.6567	 avg: 0.6567	   word: Einstein frame
count: 00001	high: 0.6671	 avg: 0.6671	   word: global shift
count: 00001	high: 0.6986	 avg: 0.6986	   word: Galilean symmetry
count: 00001	high: 0.7304	 avg: 0.7304	   word: exact symmetry
count: 00001	high: 0.8278	 avg: 0.8278	   word: real vacuum energy
count: 00001	high: 0.9217	 avg: 0.9217	   word: Goldstone boson
count: 00001	high: 0.2785	 avg: 0.2785	   word: gravitation
count: 00001	high: 0.4200	 avg: 0.4200	   word: large time
count: 00001	high: 0.4304	 avg: 0.4304	   word: fields dynamics
count: 00001	high: 0.4560	 avg: 0.4560	   word: inflation stage
count: 00001	high: 0.4905	 avg: 0.4905	   word: conformal theory
count: 00001	high: 0.4959	 avg: 0.4959	   word: Cartan-Weyl spacetime
count: 00001	high: 0.5021	 avg: 0.5021	   word: exponential decreasing
count: 00001	high: 0.5237	 avg: 0.5237	   word: constant value
count: 00001	high: 0.5973	 avg: 0.5973	   word: theory dark energy
count: 00001	high: 0.9436	 avg: 0.9436	   word: Dirac scalar field
count: 00001	high: 0.3436	 avg: 0.3436	   word: modification
count: 00001	high: 0.3449	 avg: 0.3449	   word: expression
count: 00001	high: 0.3466	 avg: 0.3466	   word: difference
count: 00001	high: 0.3474	 avg: 0.3474	   word: sense
count: 00001	high: 0.3588	 avg: 0.3588	   word: vac
count: 00001	high: 0.3727	 avg: 0.3727	   word: Noether
count: 00001	high: 0.5062	 avg: 0.5062	   word: topological characteristics
count: 00001	high: 0.5097	 avg: 0.5097	   word: coincidence problem
count: 00001	high: 0.5346	 avg: 0.5346	   word: Gupta equations
count: 00001	high: 0.5406	 avg: 0.5406	   word: FLRW cosmology
count: 00001	high: 0.5565	 avg: 0.5565	   word: observable effect
count: 00001	high: 0.5847	 avg: 0.5847	   word: Riemannian manifolds
count: 00001	high: 0.5951	 avg: 0.5951	   word: smooth deformation
count: 00001	high: 0.6606	 avg: 0.6606	   word: extrinsic geometry
