count: 00021	high: 0.9237	 avg: 0.6328	   word: dark matter
count: 00002	high: 0.5818	 avg: 0.5754	   word: recent observational data
count: 00002	high: 0.8576	 avg: 0.6508	   word: Sitter phase
count: 00002	high: 0.4571	 avg: 0.4517	   word: interaction
count: 00002	high: 0.5442	 avg: 0.5031	   word: fluids
count: 00002	high: 0.4257	 avg: 0.3952	   word: scenario
count: 00002	high: 0.8183	 avg: 0.7913	   word: cosmic microwave background
count: 00002	high: 0.9113	 avg: 0.8124	   word: spatially flat Friedmann-Robertson-Walker
count: 00002	high: 0.7052	 avg: 0.5513	   word: scale factor
count: 00002	high: 0.7433	 avg: 0.5931	   word: general relativity
count: 00002	high: 0.2916	 avg: 0.2639	   word: pressures
count: 00002	high: 0.9179	 avg: 0.8413	   word: flat rotation curves
count: 00002	high: 0.4316	 avg: 0.3594	   word: framework
count: 00002	high: 0.4347	 avg: 0.4179	   word: parameters
count: 00002	high: 0.2397	 avg: 0.2382	   word: magnitude
count: 00002	high: 0.9978	 avg: 0.8595	   word: elementary particles
count: 00002	high: 0.5317	 avg: 0.4928	   word: author
count: 00002	high: 0.6337	 avg: 0.4705	   word: effect
count: 00002	high: 0.3601	 avg: 0.3157	   word: existence
count: 00002	high: 0.4118	 avg: 0.3417	   word: observations
count: 00002	high: 0.4481	 avg: 0.4013	   word: context
count: 00002	high: 0.4642	 avg: 0.4150	   word: constants
count: 00002	high: 0.4716	 avg: 0.3543	   word: derivatives
count: 00002	high: 0.6737	 avg: 0.6148	   word: early times
count: 00002	high: 0.7371	 avg: 0.7046	   word: single fluid
count: 00002	high: 0.2040	 avg: 0.2030	   word: function
count: 00002	high: 0.4040	 avg: 0.3947	   word: Hubble
count: 00002	high: 0.5255	 avg: 0.4383	   word: symmetry
count: 00002	high: 0.6359	 avg: 0.5871	   word: field equations
count: 00002	high: 0.6405	 avg: 0.4792	   word: free parameters
count: 00002	high: 0.4995	 avg: 0.3837	   word: formalism
count: 00002	high: 0.5167	 avg: 0.3793	   word: deflection
count: 00002	high: 0.7704	 avg: 0.6634	   word: gravitational field
count: 00002	high: 0.4195	 avg: 0.3943	   word: analysis
count: 00002	high: 0.4798	 avg: 0.4448	   word: thermodynamics
count: 00002	high: 0.6498	 avg: 0.5745	   word: event horizon
count: 00002	high: 0.8632	 avg: 0.7631	   word: holographic dark energy
count: 00002	high: 0.8645	 avg: 0.6611	   word: different models
count: 00002	high: 0.5351	 avg: 0.4637	   word: barotropic fluid
count: 00002	high: 0.5421	 avg: 0.5346	   word: state parameter
count: 00002	high: 0.6436	 avg: 0.5977	   word: observational data
count: 00002	high: 0.4373	 avg: 0.3430	   word: means
count: 00001	high: 0.4202	 avg: 0.4202	   word: discussion
count: 00001	high: 0.4206	 avg: 0.4206	   word: statefinder
count: 00001	high: 0.4209	 avg: 0.4209	   word: speed
count: 00001	high: 0.4245	 avg: 0.4245	   word: formation
count: 00001	high: 0.5155	 avg: 0.5155	   word: small perturbation
count: 00001	high: 0.5187	 avg: 0.5187	   word: non-flat geometry
count: 00001	high: 0.5193	 avg: 0.5193	   word: CDM limit
count: 00001	high: 0.5270	 avg: 0.5270	   word: black hole
count: 00001	high: 0.5323	 avg: 0.5323	   word: cosmological planes
count: 00001	high: 0.5424	 avg: 0.5424	   word: resistive force
count: 00001	high: 0.5862	 avg: 0.5862	   word: well-known dark energy
count: 00001	high: 0.6144	 avg: 0.6144	   word: phantom-like dark energy
count: 00001	high: 0.6324	 avg: 0.6324	   word: dark energy conjecture
count: 00001	high: 0.6380	 avg: 0.6380	   word: dark energy parameter
count: 00001	high: 0.6480	 avg: 0.6480	   word: well-known cosmological parameters
count: 00001	high: 0.6632	 avg: 0.6632	   word: evolution parameter
count: 00001	high: 0.6695	 avg: 0.6695	   word: generalized ghost pilgrim
count: 00001	high: 0.9815	 avg: 0.9815	   word: pilgrim dark energy
count: 00001	high: 0.4076	 avg: 0.4076	   word: conjectures
count: 00001	high: 0.4124	 avg: 0.4124	   word: ICQFT
count: 00001	high: 0.4210	 avg: 0.4210	   word: pillars
count: 00001	high: 0.6511	 avg: 0.6511	   word: dark matter/energy
count: 00001	high: 0.6573	 avg: 0.6573	   word: natural explanation
count: 00001	high: 0.6776	 avg: 0.6776	   word: conceptual framework
count: 00001	high: 0.6785	 avg: 0.6785	   word: possible candidate
count: 00001	high: 0.6911	 avg: 0.6911	   word: gauge fields
count: 00001	high: 0.6979	 avg: 0.6979	   word: quantum theory
count: 00001	high: 0.7067	 avg: 0.7067	   word: coherent picture
count: 00001	high: 0.7092	 avg: 0.7092	   word: modern physics
count: 00001	high: 0.7104	 avg: 0.7104	   word: challenging problem
count: 00001	high: 0.7105	 avg: 0.7105	   word: consistent theory
count: 00001	high: 0.7170	 avg: 0.7170	   word: holographic principle
count: 00001	high: 0.7196	 avg: 0.7196	   word: dual dynamics
count: 00001	high: 0.7228	 avg: 0.7228	   word: trinary field
count: 00001	high: 0.7455	 avg: 0.7455	   word: black-hole states
count: 00001	high: 0.7589	 avg: 0.7589	   word: fundamental inconsistencies
count: 00001	high: 0.7590	 avg: 0.7590	   word: Hilbert-space inconsistency
count: 00001	high: 0.7609	 avg: 0.7609	   word: sharp conflict
count: 00001	high: 0.8040	 avg: 0.8040	   word: Spacetime-matter entanglement
count: 00001	high: 0.8535	 avg: 0.8535	   word: dual entanglement
count: 00001	high: 0.9717	 avg: 0.9717	   word: informationally-complete quantum field
count: 00001	high: 0.2391	 avg: 0.2391	   word: purpose
count: 00001	high: 0.2435	 avg: 0.2435	   word: al.
count: 00001	high: 0.2436	 avg: 0.2436	   word: Rahaman
count: 00001	high: 0.2938	 avg: 0.2938	   word: Nozari
count: 00001	high: 0.4467	 avg: 0.4467	   word: sufficient condition
count: 00001	high: 0.4538	 avg: 0.4538	   word: noncommutative-geometry background
count: 00001	high: 0.4542	 avg: 0.4542	   word: appealing way
count: 00001	high: 0.4598	 avg: 0.4598	   word: stability criterion
count: 00001	high: 0.4753	 avg: 0.4753	   word: Gaussian function
count: 00001	high: 0.4817	 avg: 0.4817	   word: Gaussian distribution
count: 00001	high: 0.6383	 avg: 0.6383	   word: Dirac delta function
count: 00001	high: 0.6777	 avg: 0.6777	   word: simpler Lorentzian distribution
count: 00001	high: 0.6984	 avg: 0.6984	   word: characterizes noncommutative geometry
count: 00001	high: 0.3290	 avg: 0.3290	   word: sake
count: 00001	high: 0.3365	 avg: 0.3365	   word: generality
count: 00001	high: 0.3434	 avg: 0.3434	   word: baryons
count: 00001	high: 0.3959	 avg: 0.3959	   word: BECs
count: 00001	high: 0.4260	 avg: 0.4260	   word: arbitrary sign
count: 00001	high: 0.4376	 avg: 0.4376	   word: attractive self-interaction
count: 00001	high: 0.4422	 avg: 0.4422	   word: cyclic universes
count: 00001	high: 0.4483	 avg: 0.4483	   word: anti-de Sitter
count: 00001	high: 0.4503	 avg: 0.4503	   word: cold gas
count: 00001	high: 0.4747	 avg: 0.4747	   word: infinite density
count: 00001	high: 0.5303	 avg: 0.5303	   word: dust matter
count: 00001	high: 0.5322	 avg: 0.5322	   word: scale factor increases
count: 00001	high: 0.5789	 avg: 0.5789	   word: simple analytical solution
count: 00001	high: 0.5840	 avg: 0.5840	   word: relativistic self-gravitating Bose-Einstein
count: 00001	high: 0.6121	 avg: 0.6121	   word: certain cosmological models
count: 00001	high: 0.7166	 avg: 0.7166	   word: stiff matter era
count: 00001	high: 0.7206	 avg: 0.7206	   word: primordial universe
count: 00001	high: 0.9783	 avg: 0.9783	   word: stiff matter
count: 00001	high: 0.2483	 avg: 0.2483	   word: Chavanis
count: 00001	high: 0.2491	 avg: 0.2491	   word: Tooper
count: 00001	high: 0.2515	 avg: 0.2515	   word: account
count: 00001	high: 0.2551	 avg: 0.2551	   word: limitations
count: 00001	high: 0.3122	 avg: 0.3122	   word: relation
count: 00001	high: 0.4631	 avg: 0.4631	   word: universe experiences
count: 00001	high: 0.4773	 avg: 0.4773	   word: simple generalization
count: 00001	high: 0.4779	 avg: 0.4779	   word: fully-relativistic model
count: 00001	high: 0.4802	 avg: 0.4802	   word: CDM model
count: 00001	high: 0.4914	 avg: 0.4914	   word: pressure effects
count: 00001	high: 0.5131	 avg: 0.5131	   word: cosmological singularity
count: 00001	high: 0.5177	 avg: 0.5177	   word: baryon stars
count: 00001	high: 0.5200	 avg: 0.5200	   word: high densities
count: 00001	high: 0.5259	 avg: 0.5259	   word: neutron stars
count: 00001	high: 0.5374	 avg: 0.5374	   word: cold baryons
count: 00001	high: 0.5601	 avg: 0.5601	   word: stiff equation
count: 00001	high: 0.5623	 avg: 0.5623	   word: superfluid properties
count: 00001	high: 0.5774	 avg: 0.5774	   word: Bose-Einstein condensate
count: 00001	high: 0.7101	 avg: 0.7101	   word: dark energy phase
count: 00001	high: 0.7439	 avg: 0.7439	   word: rest-mass density
count: 00001	high: 0.7646	 avg: 0.7646	   word: vector meson field
count: 00001	high: 0.7833	 avg: 0.7833	   word: dust matter phase
count: 00001	high: 0.7861	 avg: 0.7861	   word: general relativistic BEC
count: 00001	high: 0.8132	 avg: 0.8132	   word: compact astrophysical objects
count: 00001	high: 0.8225	 avg: 0.8225	   word: classical BECs
count: 00001	high: 0.8259	 avg: 0.8259	   word: stiff matter phase
count: 00001	high: 0.8657	 avg: 0.8657	   word: self-gravitating BECs
count: 00001	high: 0.9463	 avg: 0.9463	   word: partially-relativistic model
count: 00001	high: 0.9917	 avg: 0.9917	   word: maximum mass
count: 00001	high: 0.3588	 avg: 0.3588	   word: agreement
count: 00001	high: 0.4693	 avg: 0.4693	   word: CMB
count: 00001	high: 0.5443	 avg: 0.5443	   word: general potential
count: 00001	high: 0.5575	 avg: 0.5575	   word: viable model
count: 00001	high: 0.5608	 avg: 0.5608	   word: extra degrees
count: 00001	high: 0.5770	 avg: 0.5770	   word: initial conditions
count: 00001	high: 0.5998	 avg: 0.5998	   word: differential equation
count: 00001	high: 0.6028	 avg: 0.6028	   word: quantum perturbations
count: 00001	high: 0.6069	 avg: 0.6069	   word: cosmological solution
count: 00001	high: 0.6102	 avg: 0.6102	   word: MDM
count: 00001	high: 0.6757	 avg: 0.6757	   word: amplitude fluctuation
count: 00001	high: 0.7343	 avg: 0.7343	   word: satisfies inflation
count: 00001	high: 0.8854	 avg: 0.8854	   word: exponential potential
count: 00001	high: 0.9019	 avg: 0.9019	   word: Mimetic Dark Matter
count: 00001	high: 0.2470	 avg: 0.2470	   word: article
count: 00001	high: 0.3900	 avg: 0.3900	   word: complete solution
count: 00001	high: 0.3948	 avg: 0.3948	   word: successful models
count: 00001	high: 0.3958	 avg: 0.3958	   word: b-interaction term
count: 00001	high: 0.4049	 avg: 0.4049	   word: greater compliance
count: 00001	high: 0.4098	 avg: 0.4098	   word: non-conventional models
count: 00001	high: 0.4241	 avg: 0.4241	   word: satisfactory solution
count: 00001	high: 0.4334	 avg: 0.4334	   word: major setback
count: 00001	high: 0.4392	 avg: 0.4392	   word: gravity models
count: 00001	high: 0.6409	 avg: 0.6409	   word: logically chosen interaction
count: 00001	high: 0.6883	 avg: 0.6883	   word: long standing coincidence
count: 00001	high: 0.7929	 avg: 0.7929	   word: well-known cosmic coincidence
count: 00001	high: 0.3343	 avg: 0.3343	   word: circumstances
count: 00001	high: 0.3398	 avg: 0.3398	   word: counterparts
count: 00001	high: 0.3399	 avg: 0.3399	   word: contrary
count: 00001	high: 0.3418	 avg: 0.3418	   word: assignment
count: 00001	high: 0.3421	 avg: 0.3421	   word: superiority
count: 00001	high: 0.3630	 avg: 0.3630	   word: phase
count: 00001	high: 0.3687	 avg: 0.3687	   word: \textit
count: 00001	high: 0.3718	 avg: 0.3718	   word: role
count: 00001	high: 0.3734	 avg: 0.3734	   word: setup
count: 00001	high: 0.3957	 avg: 0.3957	   word: realization
count: 00001	high: 0.4544	 avg: 0.4544	   word: present energy
count: 00001	high: 0.4553	 avg: 0.4553	   word: current universe
count: 00001	high: 0.4563	 avg: 0.4563	   word: previous models
count: 00001	high: 0.4618	 avg: 0.4618	   word: logarithmic model
count: 00001	high: 0.4621	 avg: 0.4621	   word: exponential model
count: 00001	high: 0.4681	 avg: 0.4681	   word: phantom regime
count: 00001	high: 0.4803	 avg: 0.4803	   word: considerable departure
count: 00001	high: 0.4852	 avg: 0.4852	   word: cosmological viability
count: 00001	high: 0.4925	 avg: 0.4925	   word: interaction terms
count: 00001	high: 0.5234	 avg: 0.5234	   word: torsion component
count: 00001	high: 0.5397	 avg: 0.5397	   word: cosmological coincidence
count: 00001	high: 0.6006	 avg: 0.6006	   word: negative interaction values
count: 00001	high: 0.6026	 avg: 0.6026	   word: current scenario
count: 00001	high: 0.6068	 avg: 0.6068	   word: model dependent phenomenon
count: 00001	high: 0.6332	 avg: 0.6332	   word: best possible tool
count: 00001	high: 0.6363	 avg: 0.6363	   word: coincidence scenario
count: 00001	high: 0.7380	 avg: 0.7380	   word: satisfactory stationary scenario
count: 00001	high: 0.9082	 avg: 0.9082	   word: stationary scenario
count: 00001	high: 0.4363	 avg: 0.4363	   word: H,t
count: 00001	high: 0.4560	 avg: 0.4560	   word: coupling
count: 00001	high: 0.4863	 avg: 0.4863	   word: allowance
count: 00001	high: 0.5233	 avg: 0.5233	   word: corrections
count: 00001	high: 0.6081	 avg: 0.6081	   word: common properties
count: 00001	high: 0.6349	 avg: 0.6349	   word: characteristic properties
count: 00001	high: 0.6362	 avg: 0.6362	   word: analytic representation
count: 00001	high: 0.6428	 avg: 0.6428	   word: viscous fluid
count: 00001	high: 0.6809	 avg: 0.6809	   word: bounce universes
count: 00001	high: 0.6818	 avg: 0.6818	   word: Little Rip
count: 00001	high: 0.6951	 avg: 0.6951	   word: inhomogeneous equation
count: 00001	high: 0.6955	 avg: 0.6955	   word: thermodynamical parameters
count: 00001	high: 0.7127	 avg: 0.7127	   word: Pseudo Rip
count: 00001	high: 0.8602	 avg: 0.8602	   word: flat Friedmann-Robertson-Walker universe
count: 00001	high: 0.9217	 avg: 0.9217	   word: cosmological models
count: 00001	high: 0.2886	 avg: 0.2886	   word: HDE model
count: 00001	high: 0.2931	 avg: 0.2931	   word: sound stability
count: 00001	high: 0.3043	 avg: 0.3043	   word: best values
count: 00001	high: 0.3185	 avg: 0.3185	   word: acceleration phase
count: 00001	high: 0.3227	 avg: 0.3227	   word: non-interacting case
count: 00001	high: 0.3234	 avg: 0.3234	   word: sound speed
count: 00001	high: 0.3244	 avg: 0.3244	   word: HDE
count: 00001	high: 0.3330	 avg: 0.3330	   word: phantom divide
count: 00001	high: 0.4716	 avg: 0.4716	   word: BD framework
count: 00001	high: 0.5399	 avg: 0.5399	   word: stable DE-dominated universe
count: 00001	high: 0.5772	 avg: 0.5772	   word: matter-dark energy profile
count: 00001	high: 0.5826	 avg: 0.5826	   word: latest observational data
count: 00001	high: 0.5981	 avg: 0.5981	   word: flat FRW universe
count: 00001	high: 0.8124	 avg: 0.8124	   word: BD cosmology
count: 00001	high: 0.9082	 avg: 0.9082	   word: effective EoS parameter
count: 00001	high: 0.3395	 avg: 0.3395	   word: version
count: 00001	high: 0.3485	 avg: 0.3485	   word: Incorporation
count: 00001	high: 0.3538	 avg: 0.3538	   word: excess
count: 00001	high: 0.3593	 avg: 0.3593	   word: scaling
count: 00001	high: 0.3880	 avg: 0.3880	   word: Sciama
count: 00001	high: 0.4557	 avg: 0.4557	   word: electromagnetism
count: 00001	high: 0.5509	 avg: 0.5509	   word: cosmological term
count: 00001	high: 0.5669	 avg: 0.5669	   word: additional assumption
count: 00001	high: 0.5689	 avg: 0.5689	   word: magnetic moments
count: 00001	high: 0.5719	 avg: 0.5719	   word: linear acceleration
count: 00001	high: 0.5803	 avg: 0.5803	   word: electrogravity unification
count: 00001	high: 0.5826	 avg: 0.5826	   word: Machian universe
count: 00001	high: 0.5872	 avg: 0.5872	   word: unified electrogravity
count: 00001	high: 0.5897	 avg: 0.5897	   word: early phase
count: 00001	high: 0.5929	 avg: 0.5929	   word: gravitational lensing
count: 00001	high: 0.6143	 avg: 0.6143	   word: Wesson relation
count: 00001	high: 0.6169	 avg: 0.6169	   word: analogous relation
count: 00001	high: 0.6232	 avg: 0.6232	   word: phenomenological consequences
count: 00001	high: 0.6371	 avg: 0.6371	   word: angular momentum
count: 00001	high: 0.6732	 avg: 0.6732	   word: angular momenta
count: 00001	high: 0.7327	 avg: 0.7327	   word: flat expanding universe
count: 00001	high: 0.7455	 avg: 0.7455	   word: dark matter haloes
count: 00001	high: 0.7456	 avg: 0.7456	   word: single free parameter
count: 00001	high: 0.7721	 avg: 0.7721	   word: weak field limit
count: 00001	high: 0.7739	 avg: 0.7739	   word: associated electric fields
count: 00001	high: 0.7912	 avg: 0.7912	   word: empirical Schuster-Blackett law
count: 00001	high: 0.7912	 avg: 0.7912	   word: new post-Newtonian dynamics
count: 00001	high: 0.8341	 avg: 0.8341	   word: electrical charge density
count: 00001	high: 0.8413	 avg: 0.8413	   word: Strong Equivalence Principle
count: 00001	high: 0.8511	 avg: 0.8511	   word: WMAP data
count: 00001	high: 0.8751	 avg: 0.8751	   word: neutral massive bodies
count: 00001	high: 0.8850	 avg: 0.8850	   word: neutral astronomical bodies
count: 00001	high: 0.2031	 avg: 0.2031	   word: solutions
count: 00001	high: 0.2139	 avg: 0.2139	   word: particles
count: 00001	high: 0.3641	 avg: 0.3641	   word: particular value
count: 00001	high: 0.3815	 avg: 0.3815	   word: particular values
count: 00001	high: 0.3956	 avg: 0.3956	   word: total mass
count: 00001	high: 0.4067	 avg: 0.4067	   word: regular matter
count: 00001	high: 0.4075	 avg: 0.4075	   word: state equation
count: 00001	high: 0.4251	 avg: 0.4251	   word: vacuum sector
count: 00001	high: 0.4256	 avg: 0.4256	   word: radial coordinates
count: 00001	high: 0.4521	 avg: 0.4521	   word: dimensional analogue
count: 00001	high: 0.4926	 avg: 0.4926	   word: non-static regime
count: 00001	high: 0.5035	 avg: 0.5035	   word: fluid model
count: 00001	high: 0.5609	 avg: 0.5609	   word: quantum potential
count: 00001	high: 0.5834	 avg: 0.5834	   word: statistical mechanics perspective
count: 00001	high: 0.5985	 avg: 0.5985	   word: Incident current density
count: 00001	high: 0.6290	 avg: 0.6290	   word: Broglie pilot wave
count: 00001	high: 0.6390	 avg: 0.6390	   word: cosmic censorship hypothesis
count: 00001	high: 0.6432	 avg: 0.6432	   word: positive barotropic index
count: 00001	high: 0.6717	 avg: 0.6717	   word: dynamical field equations
count: 00001	high: 0.7416	 avg: 0.7416	   word: Brans Dick parameter
count: 00001	high: 0.7779	 avg: 0.7779	   word: static regime
count: 00001	high: 0.8029	 avg: 0.8029	   word: dark matter fluid
count: 00001	high: 0.8423	 avg: 0.8423	   word: Brans Dicke gravity
count: 00001	high: 0.8725	 avg: 0.8725	   word: symmetric perfect fluid
count: 00001	high: 0.3485	 avg: 0.3485	   word: technique
count: 00001	high: 0.3486	 avg: 0.3486	   word: contributions
count: 00001	high: 0.3489	 avg: 0.3489	   word: forms
count: 00001	high: 0.3497	 avg: 0.3497	   word: presence
count: 00001	high: 0.3498	 avg: 0.3498	   word: evolution
count: 00001	high: 0.3548	 avg: 0.3548	   word: search
count: 00001	high: 0.3634	 avg: 0.3634	   word: periods
count: 00001	high: 0.3732	 avg: 0.3732	   word: constituents
count: 00001	high: 0.4598	 avg: 0.4598	   word: Universe
count: 00001	high: 0.5659	 avg: 0.5659	   word: Cosmological solutions
count: 00001	high: 0.5691	 avg: 0.5691	   word: fermionic fields
count: 00001	high: 0.5805	 avg: 0.5805	   word: power-law inflation
count: 00001	high: 0.5976	 avg: 0.5976	   word: fundamental topic
count: 00001	high: 0.6040	 avg: 0.6040	   word: accelerated regimes
count: 00001	high: 0.6073	 avg: 0.6073	   word: exponential inflation
count: 00001	high: 0.6074	 avg: 0.6074	   word: Noether symmetry
count: 00001	high: 0.7782	 avg: 0.7782	   word: non-minimal coupling
count: 00001	high: 0.9710	 avg: 0.9710	   word: fermion field
count: 00001	high: 0.2324	 avg: 0.2324	   word: term
count: 00001	high: 0.2332	 avg: 0.2332	   word: Friedmann-Lemaitre-Robertson-Walker
count: 00001	high: 0.2333	 avg: 0.2333	   word: solution
count: 00001	high: 0.2387	 avg: 0.2387	   word: action
count: 00001	high: 0.2447	 avg: 0.2447	   word: condensations
count: 00001	high: 0.2990	 avg: 0.2990	   word: motion
count: 00001	high: 0.3494	 avg: 0.3494	   word: background FLRW
count: 00001	high: 0.3633	 avg: 0.3633	   word: series expansion
count: 00001	high: 0.3685	 avg: 0.3685	   word: temporal evolution
count: 00001	high: 0.3700	 avg: 0.3700	   word: small parameter
count: 00001	high: 0.3726	 avg: 0.3726	   word: approximation scheme
count: 00001	high: 0.3885	 avg: 0.3885	   word: asymptotic nature
count: 00001	high: 0.4093	 avg: 0.4093	   word: variational principle
count: 00001	high: 0.4151	 avg: 0.4151	   word: post-Friedmannian equations
count: 00001	high: 0.4192	 avg: 0.4192	   word: field-theoretical approach
count: 00001	high: 0.4275	 avg: 0.4275	   word: post-Friedmannian perturbations
count: 00001	high: 0.4311	 avg: 0.4311	   word: bare perturbations
count: 00001	high: 0.4628	 avg: 0.4628	   word: Lagrangian decomposition
count: 00001	high: 0.4703	 avg: 0.4703	   word: large scale inhomogeneities
count: 00001	high: 0.4827	 avg: 0.4827	   word: hydrodynamic equations
count: 00001	high: 0.5349	 avg: 0.5349	   word: asymptotic Taylor series
count: 00001	high: 0.5806	 avg: 0.5806	   word: covariant field equations
count: 00001	high: 0.5825	 avg: 0.5825	   word: primordial cosmological perturbations
count: 00001	high: 0.6223	 avg: 0.6223	   word: metric tensor perturbation
count: 00001	high: 0.6399	 avg: 0.6399	   word: ordinary baryonic matter
count: 00001	high: 0.6448	 avg: 0.6448	   word: cosmological perturbations
count: 00001	high: 0.6725	 avg: 0.6725	   word: small scale inhomogeneities
count: 00001	high: 0.8270	 avg: 0.8270	   word: successive post-Friedmannian approximations
count: 00001	high: 0.8334	 avg: 0.8334	   word: metric tensor
count: 00001	high: 0.2269	 avg: 0.2269	   word: results
count: 00001	high: 0.2274	 avg: 0.2274	   word: conditions
count: 00001	high: 0.2300	 avg: 0.2300	   word: strength
count: 00001	high: 0.2305	 avg: 0.2305	   word: decay
count: 00001	high: 0.2345	 avg: 0.2345	   word: contribution
count: 00001	high: 0.2350	 avg: 0.2350	   word: inequalities
count: 00001	high: 0.2495	 avg: 0.2495	   word: tables
count: 00001	high: 0.2773	 avg: 0.2773	   word: stability
count: 00001	high: 0.3330	 avg: 0.3330	   word: different values
count: 00001	high: 0.3374	 avg: 0.3374	   word: specific relations
count: 00001	high: 0.3464	 avg: 0.3464	   word: dynamical system approach
count: 00001	high: 0.3473	 avg: 0.3473	   word: vice versa
count: 00001	high: 0.3577	 avg: 0.3577	   word: new approach
count: 00001	high: 0.4348	 avg: 0.4348	   word: different interactions terms
count: 00001	high: 0.4590	 avg: 0.4590	   word: stable fixed points
count: 00001	high: 0.5069	 avg: 0.5069	   word: matter energy density
count: 00001	high: 0.5142	 avg: 0.5142	   word: state parameters
count: 00001	high: 0.5347	 avg: 0.5347	   word: constant parameter
count: 00001	high: 0.9226	 avg: 0.9226	   word: ELKO field
count: 00001	high: 0.4241	 avg: 0.4241	   word: components
count: 00001	high: 0.4282	 avg: 0.4282	   word: transition
count: 00001	high: 0.5379	 avg: 0.5379	   word: stable behavior
count: 00001	high: 0.5414	 avg: 0.5414	   word: zero value
count: 00001	high: 0.5493	 avg: 0.5493	   word: matter-dominated epoch
count: 00001	high: 0.5657	 avg: 0.5657	   word: imperfect fluid
count: 00001	high: 0.5867	 avg: 0.5867	   word: Eckart approach
count: 00001	high: 0.6215	 avg: 0.6215	   word: perfect fluids
count: 00001	high: 0.6545	 avg: 0.6545	   word: dark energy component
count: 00001	high: 0.6643	 avg: 0.6643	   word: complete cosmological dynamics
count: 00001	high: 0.6657	 avg: 0.6657	   word: viscous phantom solutions
count: 00001	high: 0.7118	 avg: 0.7118	   word: phase space dynamics
count: 00001	high: 0.8706	 avg: 0.8706	   word: bulk viscosity model
count: 00001	high: 0.8800	 avg: 0.8800	   word: barotropic fluids
count: 00001	high: 0.2951	 avg: 0.2951	   word: Gibbons-Hawking temperature
count: 00001	high: 0.3032	 avg: 0.3032	   word: long run
count: 00001	high: 0.3077	 avg: 0.3077	   word: upper bound
count: 00001	high: 0.3089	 avg: 0.3089	   word: wide range
count: 00001	high: 0.3820	 avg: 0.3820	   word: thermodynamic analysis
count: 00001	high: 0.3864	 avg: 0.3864	   word: thermodynamic equilibrium
count: 00001	high: 0.5900	 avg: 0.5900	   word: possible quantum corrections
count: 00001	high: 0.6080	 avg: 0.6080	   word: negative creation pressure
count: 00001	high: 0.6521	 avg: 0.6521	   word: primordial de Sitter
