Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type
2,"A Einstein","Fundamental ideas and problems of the theory of relativity: lecture delivered to the Nordic assembly of naturalists at Göteborg on July 11, 1923",2006,"","Nobel museum","","http://scholar.google.com/scholar?cites=12424844515672430897&as_sdt=5,33&sciodt=0,33&hl=en&num=20",206,"2014-11-21","CITATION"
2,"A Einstein","Scientific works v. 2,(on relativity 1921-1955)",1966,"","M","","http://scholar.google.com/scholar?cites=1088171191886244351&as_sdt=5,33&sciodt=0,33&hl=en&num=20",207,"2014-11-21","CITATION"
2,"A Einstein","On the special and the general theories of relativity. Verlag von F. Vieweg & Son, Braunschweig, 1921",1921,"German","","","http://scholar.google.com/scholar?cites=14566686827820523791&as_sdt=5,33&sciodt=0,33&hl=en&num=20",208,"2014-11-21","CITATION"
2,"A Einstein","The Meaning of Relativity, trans",0,"EP Adams (London: Methuen, 1924)","","","http://scholar.google.com/scholar?cites=3592929087473034508&as_sdt=5,33&sciodt=0,33&hl=en&num=20",209,"2014-11-21","CITATION"
2,"A Einstein","On the Foundations of the Generalized Theory of Relativity and the Theory of Gravitation",1914,"Phys. Z","","","http://scholar.google.com/scholar?cites=6113055329433361595&as_sdt=5,33&sciodt=0,33&hl=en&num=20",210,"2014-11-21","CITATION"
2,"A Einstein","Generalization of Gravitation Theory: a reprint of Appendix II from the fourth edition of The Meaning of Relativity",1953,"","Princeton Univ. Press, Princeton, NJ","","http://scholar.google.com/scholar?cites=12448571788379977856&as_sdt=5,33&sciodt=0,33&hl=en&num=20",211,"2014-11-21","CITATION"
2,"A Einstein","… dissertation on the determination of molecular dimensions—Einstein on Brownian motion—Einstein on the theory of relativity—Einstein's early work on …",1998,"Einstein's Miraculous Years: Five Papers that Changed …","","","http://scholar.google.com/scholar?cites=10495853843675934120&as_sdt=5,33&sciodt=0,33&hl=en&num=20",212,"2014-11-21","CITATION"
2,"A EINSTEIN, H MINKOWSKI","WEYL, H. & LORENTZ, HA (1923) The Principle of Relativity",1923,"New York: Dover Publications Inc","","","http://scholar.google.com/scholar?cites=7213491054375176105&as_sdt=5,33&sciodt=0,33&hl=en&num=20",213,"2014-11-21","CITATION"
2,"A Einstein","Fundamental ideas and methods of the theory of relativity",2002,"their development","","","http://scholar.google.com/scholar?cites=11402492135579993365&as_sdt=5,33&sciodt=0,33&hl=en&num=20",214,"2014-11-21","CITATION"
2,"HA Lorentz, A Einstein, H Minkowski, H Weyl","The Principle of Relativity, translated from the German by W. Perrett and GB Jeffery",1923,"","Dover, New York","","http://scholar.google.com/scholar?cites=10935802947914052069&as_sdt=5,33&sciodt=0,33&hl=en&num=20",215,"2014-11-21","CITATION"
2,"A Einstein","Sitzungsher. d. Preuss Akad. d. Wissench, Pt. 1,433 (1919). English translation in HA Lorentz, A. Einstein etal, The principle of relativity",1952,"","Dover, New Yor","","http://scholar.google.com/scholar?cites=17487241620538871485&as_sdt=5,33&sciodt=0,33&hl=en&num=20",216,"2014-11-21","CITATION"
2,"A Einstein","1953The meaning of relativity, appendix II",0,"Princeton University Press","","","http://scholar.google.com/scholar?cites=16497845575490610975&as_sdt=5,33&sciodt=0,33&hl=en&num=20",217,"2014-11-21","CITATION"
2,"A Einstein","The Essence of Relativity (Polish translation)",1962,"","Polish Scientific Publishers, Warsaw","","http://scholar.google.com/scholar?cites=15818777693736566412&as_sdt=5,33&sciodt=0,33&hl=en&num=20",218,"2014-11-21","CITATION"
2,"H Minkowski, HA Lorentz, A Einstein, H Weyl","The Principle of Relativity, chapter V: H. Minkowski. Space and Time. Cologne, 1908",1923,"","Dover Publications","","http://scholar.google.com/scholar?cites=15062811807079409076&as_sdt=5,33&sciodt=0,33&hl=en&num=20",219,"2014-11-21","CITATION"
2,"A Einstein","Does the inertia of a body depend upon its energy-content? Einstein, The Principle of Relativity",1952,"","New York: Dover) p","","http://scholar.google.com/scholar?cites=10601015014866493229&as_sdt=5,33&sciodt=0,33&hl=en&num=20",220,"2014-11-21","CITATION"
2,"A Einstein, L Infeld","The evolution of physics: the growth of ideas from early concepts to relativity and quanta, p. 152",1961,"Simon and Shuster, New York","","","http://scholar.google.com/scholar?cites=8692556450206135995&as_sdt=5,33&sciodt=0,33&hl=en&num=20",221,"2014-11-21","CITATION"
2,"A Einstein","Relativity. The Special and the General Theory. 1985",0,"Methuen. London","","","http://scholar.google.com/scholar?cites=13344671713068094911&as_sdt=5,33&sciodt=0,33&hl=en&num=20",222,"2014-11-21","CITATION"
2,"A Einstein","The Meaning of Relativity; including [sic] the Relativistic Theory of the Non-Symmetric Field",1956,"Princeton University Press, Princeton, NJ","","","http://scholar.google.com/scholar?cites=12022340300241237422&as_sdt=5,33&sciodt=0,33&hl=en&num=20",223,"2014-11-21","CITATION"
2,"A Einstein","The Principle of Relativity, including papers by Lorentz, Einstein, Minkowski, and Weyl",1923,"Trans, by W. Perrett and GB Jeffery, London","","","http://scholar.google.com/scholar?cites=16990575610034059691&as_sdt=5,33&sciodt=0,33&hl=en&num=20",224,"2014-11-21","CITATION"
2,"A Einstein","1950The meaning of relativity",0,"London: Methuen","","","http://scholar.google.com/scholar?cites=16967509660189364231&as_sdt=5,33&sciodt=0,33&hl=en&num=20",225,"2014-11-21","CITATION"
2,"HA Lorentz, A Einstein, H Minkowski","The Principle of Relativity, tr",0,"W. Perrett","","","http://scholar.google.com/scholar?cites=15065182002543454638&as_sdt=5,33&sciodt=0,33&hl=en&num=20",226,"2014-11-21","CITATION"
2,"A Einstein","Einstein's 1912 Manuscript on the Special Theory of Relativity (George Braziller and EJ Safra Foundation, Jerusalem, 1996)",0,"Translations of quoted sentences are my own","","","http://scholar.google.com/scholar?cites=11057880887392430426&as_sdt=5,33&sciodt=0,33&hl=en&num=20",227,"2014-11-21","CITATION"
2,"A Einstein","On the cosmological problem. Appendix to The Meaning of Relativity",1945,"","Princeton University Press, …","","http://scholar.google.com/scholar?cites=10185419862521569158&as_sdt=5,33&sciodt=0,33&hl=en&num=20",228,"2014-11-21","CITATION"
2,"A Einstein","The meaning of relativity, Rev. Ed",1951,"","Princeton","","http://scholar.google.com/scholar?cites=4612447870474910535&as_sdt=5,33&sciodt=0,33&hl=en&num=20",229,"2014-11-21","CITATION"
2,"A Einstein","Relativity and Gravitation. Reply to a Comment by M. Abraham",1912,"Ann. der Physik","","","http://scholar.google.com/scholar?cites=13315901690855989434&as_sdt=5,33&sciodt=0,33&hl=en&num=20",230,"2014-11-21","CITATION"
2,"A Einstein","About the Principle of Relativity and its Consequences",1965,"Collection of scientific works.-M.: Nauka","","","http://scholar.google.com/scholar?cites=4608001479929454093&as_sdt=5,33&sciodt=0,33&hl=en&num=20",231,"2014-11-21","CITATION"
2,"A Einstein","Relativity, the Special and General",1961,"","Theory (Crown, New York, 1961)","","http://scholar.google.com/scholar?cites=7985627391458041358&as_sdt=5,33&sciodt=0,33&hl=en&num=20",232,"2014-11-21","CITATION"
2,"A Einstein","… der Prussischen Akad. Wissenchaften (1919), as translated in HA Lorentz, A. Einstein, H. Minkowski and H. Weyl The Principles of Relativity, pg. 142",1952,"","Dover","","http://scholar.google.com/scholar?cites=12881438686386206381&as_sdt=5,33&sciodt=0,33&hl=en&num=20",233,"2014-11-21","CITATION"
2,"A Einstein","The Essence of the Theory of Relativity",1953,"","Russian translation], IIL, Moscow","","http://scholar.google.com/scholar?cites=17241910839348690145&as_sdt=5,33&sciodt=0,33&hl=en&num=20",234,"2014-11-21","CITATION"
2,"A Einstein","Relativity, the Special and the General Theory; A Popular Exposition by Albert Einstein, 1916 [reprint of 15th edition of 1952], Lawson, RW (tr.)",1961,"","Crown Trade Paperbacks, New York …","","http://scholar.google.com/scholar?cites=2621061978695633436&as_sdt=5,33&sciodt=0,33&hl=en&num=20",235,"2014-11-21","CITATION"
2,"A Einstein","77ie Meaning of Relativity",1922,"London: Methuen) p","","","http://scholar.google.com/scholar?cites=13206468338223699718&as_sdt=5,33&sciodt=0,33&hl=en&num=20",236,"2014-11-21","CITATION"
2,"A Einstein","Notes on the Origin of the General Theory of Relativity, Ideas and Opinions",1954,"Alvin Redman, London","","","http://scholar.google.com/scholar?cites=2472235714131432950&as_sdt=5,33&sciodt=0,33&hl=en&num=20",237,"2014-11-21","CITATION"
2,"A Einstein","… of On the electrodynamics of moving bodies, English translation published as an appendix of: Arthur I. Miller, Albert Einstein's special theory of relativity",1905,"Emergence","","","http://scholar.google.com/scholar?cites=12948595100185565570&as_sdt=5,33&sciodt=0,33&hl=en&num=20",238,"2014-11-21","CITATION"
2,"A Einstein","December 1916 Relativity, Translated by Robert W. Lawson",1995,"","Published by Prometheus Books","","http://scholar.google.com/scholar?cites=10888085974488425457&as_sdt=5,33&sciodt=0,33&hl=en&num=20",239,"2014-11-21","CITATION"
2,"A Einstein","The project of a generalized relativity theory and theory of gravitation. Collection of Science Works",1965,"","Moscow: Nauka","","http://scholar.google.com/scholar?cites=6336874680433546618&as_sdt=5,33&sciodt=0,33&hl=en&num=20",240,"2014-11-21","CITATION"
2,"A Einstein","The Foundation of the General Principle of Relativity",0,"The PrincipZe of Rezativity","","","http://scholar.google.com/scholar?cites=1132273499219469931&as_sdt=5,33&sciodt=0,33&hl=en&num=20",241,"2014-11-21","CITATION"
2,"A Einstein","The principle of relativity (selected papers by Einstein and others, in translation)",1923,"","Dover, New York","","http://scholar.google.com/scholar?cites=12948402170375383567&as_sdt=5,33&sciodt=0,33&hl=en&num=20",242,"2014-11-21","CITATION"
2,"A Einstein","77 «Meaning of Relativity (The Stafford Little Lectures oJPrinceton University, May 1921). including the Relativistic Theory of the Non-Symmetric Field",1956,"","Princeton: Princeton University …","","http://scholar.google.com/scholar?cites=12130600350967928735&as_sdt=5,33&sciodt=0,33&hl=en&num=20",243,"2014-11-21","CITATION"
2,"A Einstein","The Meaning of Relativity, I953; EINSTEIN, INFELD et HOFFMANN",0,"Ann. Math","","","http://scholar.google.com/scholar?cites=8388576086860612813&as_sdt=5,33&sciodt=0,33&hl=en&num=20",244,"2014-11-21","CITATION"
2,"A Einstein","Relativity: the Special and the General Theory (1916-1952)",1994,"","The Great Books of the Western …","","http://scholar.google.com/scholar?cites=5274081780662155195&as_sdt=5,33&sciodt=0,33&hl=en&num=20",245,"2014-11-21","CITATION"
2,"A Einstein","Theory of Relativity: Its Formal Content and Its Present Problems",1931,"Rhodes lectures at Oxford University","","","http://scholar.google.com/scholar?cites=3549290105089021780&as_sdt=5,33&sciodt=0,33&hl=en&num=20",246,"2014-11-21","CITATION"
2,"A Einstein","On the possibility of a new test of the relativity principle The Collected Papers of Albert Einstein: The Swiss Years: Writings, 1900–1909 vol 2 ed AJ Kox, …",1907,"","Princeton, NJ: Princeton University …","","http://scholar.google.com/scholar?cites=9349421663434709226&as_sdt=5,33&sciodt=0,33&hl=en&num=20",247,"2014-11-21","CITATION"
2,"A Einstein","English translation in The Principle of Relativity",1917,"HA Lorentz, A. Einstein, H. Minkowski, and H. Weyl ( …","","","http://scholar.google.com/scholar?cites=5541874795517032472&as_sdt=5,33&sciodt=0,33&hl=en&num=20",248,"2014-11-21","CITATION"
2,"A Lorentz, A Einstein, H Minkowski, H Weyl","The Principle of Relativity, translated by W",1952,"Perrett and GB Jeffery (Methuen 1923","","","http://scholar.google.com/scholar?cites=9866146636201430073&as_sdt=5,33&sciodt=0,33&hl=en&num=20",249,"2014-11-21","CITATION"
2,"A Einstein, L Infeld","The Evolution of Physics: The Growth of Ideas from Early Concepts to Relativity and Quanta, 1938 Cambridge University Press",1961,"","Cambridge","","http://scholar.google.com/scholar?cites=7425420561420347679&as_sdt=5,33&sciodt=0,33&hl=en&num=20",250,"2014-11-21","CITATION"
2,"A Einstein","Cosmological considerations on the general relativity theory",1917,"Preussisch Akademie der Wissenschaften, …","","","http://scholar.google.com/scholar?cites=8223331979412838691&as_sdt=5,33&sciodt=0,33&hl=en&num=20",251,"2014-11-21","CITATION"
2,"H Lorentz, A Poincare, A Einstein, G Minkovskiy","Relativity principle",1935,"","Leningrad, ONTI","","http://scholar.google.com/scholar?cites=10320267985509090617&as_sdt=5,33&sciodt=0,33&hl=en&num=20",252,"2014-11-21","CITATION"
2,"A Einstein","Relativity, The Special, The General Theory (Chicago, 1951)",0,"The quoted sentence is on","","","http://scholar.google.com/scholar?cites=4134825603983679057&as_sdt=5,33&sciodt=0,33&hl=en&num=20",253,"2014-11-21","CITATION"
2,"A Einstein","The Meaning of Relativity, 4-th edition (London, 1950)",0,"Chapter on","","","http://scholar.google.com/scholar?cites=5432369008369802523&as_sdt=5,33&sciodt=0,33&hl=en&num=20",254,"2014-11-21","CITATION"
2,"A Einstein","The meaning of relativity (Brian Green ed.)",2005,"","Princeton, NJ: Princeton University …","","http://scholar.google.com/scholar?cites=9657808987313155936&as_sdt=5,33&sciodt=0,33&hl=en&num=20",255,"2014-11-21","CITATION"
2,"A Einstein","Osnovy obshchey teorii otnositelnosti [Bases of General Theory of Relativity]",1967,"Einstein A. Sobranie nauchnykh trudov","","","http://scholar.google.com/scholar?cites=4786630605483037540&as_sdt=5,33&sciodt=0,33&hl=en&num=20",256,"2014-11-21","CITATION"
2,"A Einstein","The meaning of relativity (Princeton University, Princeton, 1956)",1980,"A. Salam, Rev. Mod. Phys","","","http://scholar.google.com/scholar?cites=9718046797054720409&as_sdt=5,33&sciodt=0,33&hl=en&num=20",257,"2014-11-21","CITATION"
2,"A Einstein","The Meaning of Relativity. 4th Princeton Paperback Printing",1974,"","Princeton: Princeton University …","","http://scholar.google.com/scholar?cites=11085394531116127293&as_sdt=5,33&sciodt=0,33&hl=en&num=20",258,"2014-11-21","CITATION"
2,"A Einstein","Sitzungsher. Preuss Akad. Wissench 1 433 Lorentz HA et al 1952 The Principle of Relativity",1919,"","New York: Dover)(English transl.)","","http://scholar.google.com/scholar?cites=4426680095439380413&as_sdt=5,33&sciodt=0,33&hl=en&num=20",259,"2014-11-21","CITATION"
2,"A Einstein","The Foundation of the General Theory of Relativity. The collected papers of Albert Einstein 1916; 6: pp. 146-200 in translation volume. Originally published …",0,"","","","http://scholar.google.com/scholar?cites=110701578933594459&as_sdt=5,33&sciodt=0,33&hl=en&num=20",260,"2014-11-21","CITATION"
2,"A Einstein, P Sizungsber","Akad. d. Wissensch., Pt. 1, 433 (1919), English translation: HA Lorentz, A. Einstein et al.,'The Principle of Relativity'",1952,"","Dover, NY","","http://scholar.google.com/scholar?cites=10075749094268570236&as_sdt=5,33&sciodt=0,33&hl=en&num=20",261,"2014-11-21","CITATION"
2,"A Einstein, HA Lorentz, H Weyl, H Minkowski","The Principle of Relativity Dover Publications",1923,"","Inc","","http://scholar.google.com/scholar?cites=5051552112968303634&as_sdt=5,33&sciodt=0,33&hl=en&num=20",262,"2014-11-21","CITATION"
2,"H Lorentz, A Einstein, H Minkowski, H Weyl","The principles of relativity: A collection of original memoirs: Methuen and Co",1923,"","","","http://scholar.google.com/scholar?cites=3605896005557245579&as_sdt=5,33&sciodt=0,33&hl=en&num=20",263,"2014-11-21","CITATION"
3,"A Einstein","Ether and the Theory of Relativity: The Collected Papers of Albert Einstein",1920,"","Springer, Berlin","","http://scholar.google.com/scholar?cites=16957726663314109381&as_sdt=5,33&sciodt=0,33&hl=en&num=20",264,"2014-11-21","CITATION"
2,"A Einstein","The Mathematical Theory of Relativity",1933,"","DNTVU, Kharkov","","http://scholar.google.com/scholar?cites=12757189527614413990&as_sdt=5,33&sciodt=0,33&hl=en&num=20",265,"2014-11-21","CITATION"
2,"A Einstein","Generalization of Gravitation Theory,[Links] reimpressão do apêndice II da 4ª ed. de The Meaning of Relativity",1953,"","Princeton University Press, …","","http://scholar.google.com/scholar?cites=319690255386160385&as_sdt=5,33&sciodt=0,33&hl=en&num=20",266,"2014-11-21","CITATION"
2,"A Einstein","Aether and the Theory of Relativity, talk at the University of Leyden, May 5, 1920",2007,"Collected Papers of Albert Einstein, Princeton …","","","http://scholar.google.com/scholar?cites=9861637106286554734&as_sdt=5,33&sciodt=0,33&hl=en&num=20",267,"2014-11-21","CITATION"
2,"HA Lorentz, A Einstein, H Minkowski, H Weyl","The Principle of Relativity Methuen & Co",1923,"Ltd., London","","","http://scholar.google.com/scholar?cites=294690874337404754&as_sdt=5,33&sciodt=0,33&hl=en&num=20",268,"2014-11-21","CITATION"
2,"H Lorentz, A Einstein, H Minkowski, H Weyl","The Principle of Relativity. London: Meuthen, 1923; repr",1923,"","New York: Dover, nd Trans. by W. …","","http://scholar.google.com/scholar?cites=13890876416492224883&as_sdt=5,33&sciodt=0,33&hl=en&num=20",269,"2014-11-21","CITATION"
2,"HA Lorentz, H Poincaré, A Einstein, H Minkowski","Theory of Relativity [in Russian](Collection of papers)",1935,"ONTI, Moscow","","","http://scholar.google.com/scholar?cites=9127031754171603634&as_sdt=5,33&sciodt=0,33&hl=en&num=20",270,"2014-11-21","CITATION"
2,"A Einstein, M Grossmann","Research Notes on a Generalized Theory of Relativity",1912,"The Collected Papers of Albert Einstein","","","http://scholar.google.com/scholar?cites=12270891233082919843&as_sdt=5,33&sciodt=0,33&hl=en&num=20",271,"2014-11-21","CITATION"
2,"A Einstein","Relativity: The Special and General Theory, New York: Henry Holt and Company, 1920",1920,"Translated by Robert W. Lawson","","","http://scholar.google.com/scholar?cites=8154528021875577904&as_sdt=5,33&sciodt=0,33&hl=en&num=20",272,"2014-11-21","CITATION"
2,"A Einstein","Relativity. The Special and The General Theory/15-th ed., 1952",1952,"Crown Publishers Inc., NY","","","http://scholar.google.com/scholar?cites=17418782637205690463&as_sdt=5,33&sciodt=0,33&hl=en&num=20",273,"2014-11-21","CITATION"
2,"A Einstein","The Meaning of Relativity: Four Lee ture s Delivered at Přince ton Uni versity. May (1921)",1965,"Překlad do ruštiny: SNT","","","http://scholar.google.com/scholar?cites=4626005973137691326&as_sdt=5,33&sciodt=0,33&hl=en&num=20",274,"2014-11-21","CITATION"
2,"A Einstein","Time, space, and gravitation. The London Times, November 28. Page references to reprint (under the title: What is the theory of relativity?) In A. Einstein, …",1954,"","New York: Crown Publishers","","http://scholar.google.com/scholar?cites=8853835319669229361&as_sdt=5,33&sciodt=0,33&hl=en&num=20",275,"2014-11-21","CITATION"
2,"A Einstein","Relativity–A richer truth. Foreword",1950,"","The Bacon Press","","http://scholar.google.com/scholar?cites=6179933838629229736&as_sdt=5,33&sciodt=0,33&hl=en&num=20",276,"2014-11-21","CITATION"
2,"A Einstein","The origins of the general theory of relativity: being the first lecture on the George A. Gibson Foundation in the University of Glasgow, delivered on June …",1933,"","Jackson, Wylie and Company","","http://scholar.google.com/scholar?cites=1987352361033186616&as_sdt=5,33&sciodt=0,33&hl=en&num=20",277,"2014-11-21","CITATION"
2,"A Einstein","Meaning of Relativity, App",1954,"B, New Yorl<—Loz1don","","","http://scholar.google.com/scholar?cites=1917433613652070508&as_sdt=5,33&sciodt=0,33&hl=en&num=20",278,"2014-11-21","CITATION"
3,"A Einstein","Relativity, tr. Robert Lawson",1961,"","New York: Crown Publishers","","http://scholar.google.com/scholar?cites=6762195824987151614&as_sdt=5,33&sciodt=0,33&hl=en&num=20",279,"2014-11-21","CITATION"
2,"A Einstein","Relativity (1920)",1920,"The Special and General Theory. Bartleby. com","","","http://scholar.google.com/scholar?cites=16825701084619365747&as_sdt=5,33&sciodt=0,33&hl=en&num=20",280,"2014-11-21","CITATION"
2,"A Einstein","My response on the anti-relativity company",1920,"Collected Papers","","","http://scholar.google.com/scholar?cites=7271198717496589386&as_sdt=5,33&sciodt=0,33&hl=en&num=20",281,"2014-11-21","CITATION"
3,"A Einstein","Builders of the Universe: From the Bible to the Theory of Relativity",1932,"","US Library Association, Incorporated","","http://scholar.google.com/scholar?cites=6184429995754015723&as_sdt=5,33&sciodt=0,33&hl=en&num=20",282,"2014-11-21","CITATION"
2,"A Einstein","On the special and the general theories of relativity",1921,"","Verlag von F. Vieweg & Son, …","","http://scholar.google.com/scholar?cites=9617586647657141180&as_sdt=5,33&sciodt=0,33&hl=en&num=20",283,"2014-11-21","CITATION"
2,"A EINSTEIN","SPACE TIME, an article in the 1926/27 (13th) edition of the Encyclopaedia Britannica. Also, RELATIVITY, in the same edition",1921,"NATURE","","","http://scholar.google.com/scholar?cites=3064363339164880149&as_sdt=5,33&sciodt=0,33&hl=en&num=20",284,"2014-11-21","CITATION"
2,"A Einstein","Relativity: The Special and General Theory (New York, Crown, 1961)",0,"Appendix V","","","http://scholar.google.com/scholar?cites=15846459704709479980&as_sdt=5,33&sciodt=0,33&hl=en&num=20",285,"2014-11-21","CITATION"
2,"A Einstein","German physicist whose theory of relativity earned for him a Nobel Prize in 1921",1930,"He served as a visiting professor at the California …","","","http://scholar.google.com/scholar?cites=10377390805666770499&as_sdt=5,33&sciodt=0,33&hl=en&num=20",286,"2014-11-21","CITATION"
2,"A Einstein","Relativity: The Special and General Theory. New York: Crown",1917,"Trans. by RW Lawson. First published in","","","http://scholar.google.com/scholar?cites=11733141320689363179&as_sdt=5,33&sciodt=0,33&hl=en&num=20",287,"2014-11-21","CITATION"
2,"A Einstein","Dialog about objections against the theory of relativity",2009,"","World Library Classics","","http://scholar.google.com/scholar?cites=3177245469805128193&as_sdt=5,33&sciodt=0,33&hl=en&num=20",288,"2014-11-21","CITATION"
2,"A Einstein","Relativity–The Special and General Theory (1920), Methuen & Co",1920,"Ltd.(translated by Robert W. Lawson)","","","http://scholar.google.com/scholar?cites=5202269606217589170&as_sdt=5,33&sciodt=0,33&hl=en&num=20",289,"2014-11-21","CITATION"
2,"A Einstein","und Leopold Infeld: The Evolution of Physics-from Early Concepts to Relativity and Quanta",1938,"","Published in","","http://scholar.google.com/scholar?cites=5083864182961805561&as_sdt=5,33&sciodt=0,33&hl=en&num=20",290,"2014-11-21","CITATION"
2,"A Einstein","Relativity: the special and the general theory.(trans: Lawson RW)",2006,"Republished by Penguin Books","","","http://scholar.google.com/scholar?cites=10664978222009227979&as_sdt=5,33&sciodt=0,33&hl=en&num=20",291,"2014-11-21","CITATION"
2,"II Einstein","Albert, The Meaning of Relativity",0,"Princeton, Princeton","","","http://scholar.google.com/scholar?cites=9613087949719471473&as_sdt=5,33&sciodt=0,33&hl=en&num=20",292,"2014-11-21","CITATION"
5,"A Einstein","The Development of Our Views on the Composition and Essence of Radiation",1909,"… of the Generalised Theory of Relativity 22","upload.wikimedia.org","","http://scholar.google.com/scholar?cites=10258564082448579214&as_sdt=5,33&sciodt=0,33&hl=en&num=20",293,"2014-11-21","PDF"
2,"E Lorenz","Minkowski&Hweyl-1923 The principle of relativity, Methuen and company, 1923, Reprinted",1952,"","Dover publications","","http://scholar.google.com/scholar?cites=12344515794878337255&as_sdt=5,33&sciodt=0,33&hl=en&num=20",294,"2014-11-21","CITATION"
2,"E Studies","vol. 1: Einstein and the History of General Relativity",1989,"","D. Howard and J. Stachel Eds","","http://scholar.google.com/scholar?cites=14822311328803315842&as_sdt=5,33&sciodt=0,33&hl=en&num=20",295,"2014-11-21","CITATION"
2,"E Albert, HA Lorentz, H Minkowski, H Weyl","The principle of relativity",1952,"","Translated by W. Perrett and GB …","","http://scholar.google.com/scholar?cites=11065193587976413113&as_sdt=5,33&sciodt=0,33&hl=en&num=20",296,"2014-11-21","CITATION"
2,"E Albert","The Foundation of the General Theory of Relativity",0,"Annalen der Physik","","","http://scholar.google.com/scholar?cites=10921702978609638539&as_sdt=5,33&sciodt=0,33&hl=en&num=20",297,"2014-11-21","CITATION"
2,"E Albert","Relativity, The Special and General Theory, Methuen & Co. 1916, revised in 1924. Republished by World Publications Group 2007",0,"ISBN 978-1-57215-469-8, www. …","","","http://scholar.google.com/scholar?cites=965480837407795748&as_sdt=5,33&sciodt=0,33&hl=en&num=20",298,"2014-11-21","CITATION"
2,"DRLE Minkowski, RZ Materie, D Relativitâtsprinzip","Books on Relativity",1922,"","ams.org","http://www.ams.org/bull/1922-28-04/S0002-9904-1922-03552-5/S0002-9904-1922-03552-5.pdf","http://scholar.google.com/scholar?cites=2482522336768837924&as_sdt=5,33&sciodt=0,33&hl=en&num=20",299,"2014-11-21",""
2,"E et All","The Principle Of relativity",1952,"","Dover","","http://scholar.google.com/scholar?cites=2385191403968653871&as_sdt=5,33&sciodt=0,33&hl=en&num=20",300,"2014-11-21","CITATION"
9,"J Mehra, H Einstein","the Theory of Gravitation",1974,"Historical Origin of General Relativity Theory, Reidel","","","http://scholar.google.com/scholar?cites=14811885893429722880&as_sdt=5,33&sciodt=0,33&hl=en&num=20",301,"2014-11-21","CITATION"
4,"A Einstein","The Collected Papers of Albert Einstein, Vol. 2, The Swiss Years: Writings, 1900–1909 (English Translation Supplement)",1989,"","Princeton University Press, …","","http://scholar.google.com/scholar?cites=8763479268989348847&as_sdt=5,33&sciodt=0,33&hl=en&num=20",302,"2014-11-21","CITATION"
3,"A Einstein","Selected passages on Machian ideas",1995,"Mach's Principle. From Newton's Bucket to Quantum …","books.google.com","http://books.google.com/books?hl=en&lr=&id=fKgQ9YpAcwMC&oi=fnd&pg=PA180&dq=einstein+relativity&ots=1fflD5vJXP&sig=_GmUAFanLEKz3jfv3KfDwWX1CoA","http://scholar.google.com/scholar?cites=13156752221079016230&as_sdt=5,33&sciodt=0,33&hl=en&num=20",303,"2014-11-21",""
3,"A Einstein, A Bisbort, AB Eddington","Essential Einstein",1995,"","Pomegranate","","http://scholar.google.com/scholar?cites=8350133446875384159&as_sdt=5,33&sciodt=0,33&hl=en&num=20",304,"2014-11-21","CITATION"
5,"A Einstein","Appendix to the 2nd edn. of",1945,"The Meaning of Relativity","","","http://scholar.google.com/scholar?cites=7629135384000081520&as_sdt=5,33&sciodt=0,33&hl=en&num=20",305,"2014-11-21","CITATION"
3,"A Einstein","Elementary derivation of the equivalence of mass and energy",2000,"BULLETIN-AMERICAN MATHEMATICAL SOCIETY","148.216.10.84","","http://scholar.google.com/scholar?cites=15763692699840884887&as_sdt=5,33&sciodt=0,33&hl=en&num=20",306,"2014-11-21","PDF"
4,"A Einstein","Geometry and experience (an address to the Prussian Academy of Sciences, January 27, 1921)",1983,"Sidelights on Relativity","","","http://scholar.google.com/scholar?cites=8601831328519709314&as_sdt=5,33&sciodt=0,33&hl=en&num=20",307,"2014-11-21","CITATION"
115,"A Einstein","Science and religion",1940,"","westminster.edu","","http://scholar.google.com/scholar?cites=8160700368904660446&as_sdt=5,33&sciodt=0,33&hl=en&num=20",308,"2014-11-21","PDF"
4,"A Einstein","On the"" Cosmologic Problem""",1945,"The American Scholar","JSTOR","http://www.jstor.org/stable/41206479","http://scholar.google.com/scholar?cites=6887012141063748660&as_sdt=5,33&sciodt=0,33&hl=en&num=20",309,"2014-11-21",""
4,"A Einstein","Considerations on the universe as a whole",1920,"Relativity: The Special and General Theory, Methuen & …","","","http://scholar.google.com/scholar?cites=7538587204554376657&as_sdt=5,33&sciodt=0,33&hl=en&num=20",310,"2014-11-21","CITATION"
4,"A Einstein, L Infeld","1961",1920,"Relativity: The Special and the General Theory, a …","","","http://scholar.google.com/scholar?cites=7580533842503905103&as_sdt=5,33&sciodt=0,33&hl=en&num=20",311,"2014-11-21","CITATION"
3,"A Einstein","Geometry and Experience, expanded form of an address to the Prussian Academy of Sciences in Berlin on the 27th of January 1921",1983,"Sidelights on Relativity","","","http://scholar.google.com/scholar?cites=60679412361224287&as_sdt=5,33&sciodt=0,33&hl=en&num=20",312,"2014-11-21","CITATION"
1,"M Palmieri, A Einstein","Relativity: An Interpretation of Einstein's Theory",1931,"","Forbush Publishing Company","","http://scholar.google.com/scholar?cites=8792967239607813019&as_sdt=5,33&sciodt=0,33&hl=en&num=20",313,"2014-11-21","CITATION"
