id,year,citations,versions,title
7777403422853117269,1998,114,6,Conventionality of synchronisation  gauge dependence and test theories of relativity
12448284484533903865,2005,101,9,Rotational motions induced by the M8. 1 Tokachi‐oki earthquake  September 25  2003
16003074901489771674,1978,90,12,Direct measurement of diurnal polar motion by ring laser gyroscopes
9130043174745814928,2006,2892,15,Dynamics of dark energy
1894888023738145997,2008,251,19,String cosmology: a review
3794675063679477629,2007,216,12,New ekpyrotic cosmology
1005150793109521557,2011,198,14,Particle physics models of inflation and curvaton scenarios
12372403158915727663,2004,91,16,M theory model of a big crunch/big bang transition
48257305960876492,2004,91,17,Accelerating cosmologies from exponential potentials
17186144896521071592,2010,90,12,Towards a resolution of the cosmological singularity in non-local higher derivative theories of gravity
12537323560549064480,2005,88,9,Accelerating cosmologies and inflation from M/superstring theories
4382391821080561019,2004,75,5,Les Houches lectures on strings and arithmetic
14399849918144145978,2007,64,9,On the initial conditions in new ekpyrotic cosmology
15291912573688820929,2005,72,8,Mass  angular momentum and thermodynamics in four-dimensional Kerr-AdS black holes
10634045990076947731,2007,58,9,Universal regularization prescription for Lovelock AdS gravity
17037735270803325539,2007,55,9,Regularization of odd-dimensional AdS gravity: Kounterterms
17113350606964878090,2006,48,7,Expanding Lie (super) algebras through Abelian semigroups
8554259934827012522,2007,37,9,Counterterms in dimensionally continued AdS gravity
8960855261817712939,2008,30,12,Thermodynamics of Einstein-Born-Infeld black holes with negative cosmological constant
9069886964120186215,2007,29,10,The extended Cartan homotopy formula and a subspace separation method for Chern–Simons theory
5213958580869472360,2004,278,6,Cosmology in scalar-tensor gravity
12357812522076543169,2010,276,4,Beyond Einstein gravity: A Survey of gravitational theories for cosmology and astrophysics
9376799126678585886,2006,237,10,Bouncing universes in string-inspired gravity
11936036095204903724,2002,201,7,Quintessence  superquintessence  and observable quantities in Brans-Dicke and nonminimally coupled theories
5955413268392323087,2008,167,9,TOPICAL REVIEW: General relativistic boson stars
1961307044263115510,2003,143,7,Dynamical systems and cosmology
3197047365987925435,1999,99,10,Cosmic microwave background temperature and polarization anisotropy in Brans-Dicke cosmology
12862949442409413419,2005,92,11,Inhomogeneous gravity
216438368197785889,2001,89,11,Bounds on the possible evolution of the gravitational constant from cosmological type-Ia supernovae
12526222083209259795,2009,88,10,Advances in the calibration of atom probe tomographic reconstruction
6135459582907367656,2008,79,4,Estimation of the reconstruction parameters for atom probe tomography
1625376390464598183,2011,76,8,Advances in the reconstruction of atom probe tomography data
13395823529322624182,2009,68,7,Qualification of the tomographic reconstruction in atom probe by advanced spatial distribution map techniques
2538586162524150285,2010,62,8,Spatial resolution in atom probe tomography
7158490904958827777,2010,61,3,Applications of atom-probe tomography to the characterisation of solute behaviours
10019208407268648765,2008,53,6,Chromatic aberrations in the field evaporation behavior of small precipitates
16049143993854325447,2009,47,7,Origin of the spatial resolution in atom probe microscopy
5757669166585097810,2008,47,7,Towards better 3-D reconstructions by combining electron tomography and atom-probe tomography
7108959179984911526,2008,44,3,Quantitative binomial distribution analyses of nanoscale like‐solute atom clustering and segregation in atom probe tomography data
10207317677681579425,2006,497,10,Aspects of holographic entanglement entropy
280394607599168761,2009,296,10,Holographic entanglement entropy: an overview
17479061272915301448,1995,232,8,Comparison of the Noether charge and Euclidean methods for computing the entropy of stationary black holes
14082013253727304806,2013,152,7,Generalized gravitational entropy
13753285876908961086,2009,151,10,Entanglement entropy in free quantum field theory
473773279137746764,2006,149,9,Proof of the holographic formula for entanglement entropy
10029923554103363414,1998,130,12,Thermal fields  entropy and black holes
16289790190464087845,2006,127,8,Holography with a gravitational Chern-Simons term
16918680982201345687,2006,575,24,Physically based deformable models in computer graphics
3054897647665512524,2004,368,14,Interactive virtual materials
4980136426960469664,2004,336,21,Point based animation of elastic  plastic and melting objects
11668847895563083461,2004,183,4,Interaction of fluids with deformable solids
5517513141225257569,2012,181,9,Mechanical systems in the quantum regime
4113284789856172924,2005,179,17,Meshless animation of fracturing solids
2798692920997764061,2013,174,13,An introduction to continuum mechanics
6274699192885912753,2001,113,24,Real-time simulation of deformation and fracture of stiff materials
5698878989790436273,2005,71,0,Damage mechanics
10866315952855769171,2010,1123,11,f (R) theories of gravity
11152699450258862120,2004,1084,20,Background independent quantum gravity: a status report
9408744178407547245,1994,961,9,Some properties of the Noether charge and a proposal for dynamical black hole entropy
13973816081315184279,2002,926,20,The holographic principle
14984689866847178250,2004,400,61,Isolated and dynamical horizons and their applications
15050972453442832592,2000,373,10,Logarithmic correction to the Bekenstein-Hawking entropy
93164789698111753,1996,358,5,Black hole uniqueness theorems
5556229355873593768,2005,347,9,Black hole entropy function and the attractor mechanism in higher derivative gravity
7431572563446407035,2010,341,17,Thermodynamical aspects of gravity: new insights
10552801351038969863,1994,337,10,Temperature  energy  and heat capacity of asymptotically anti–de Sitter black holes
9735255908674837410,2000,321,15,Transition from inspiral to plunge in binary black hole coalescences
14624811969964087422,2007,283,12,Inspiral  merger  and ring-down of equal-mass black-hole binaries
5609315697561266076,2007,263,15,High-accuracy comparison of numerical relativity simulations with post-Newtonian expansions
2179520019753183179,2004,243,9,Black hole spin evolution
14306979974899120713,2000,246,59,Initial data for numerical relativity
17533564185673472290,2002,239,14,Gravitational-wave inspiral of compact binary systems to 7/2 post-Newtonian order
11454520597854393928,2001,238,20,Comparison of search templates for gravitational waves from binary inspiral
8428832139431340577,2001,224,14,Dimensional regularization of the gravitational interaction of point masses
11928668593576469781,2012,415,14,Dark energy cosmology: the equivalent description via different theoretical models and cosmography tests
11561986167742259927,2011,172,19,Accelerating universe from F (T) gravity
7848563193419906764,2011,147,12,Matter bounce cosmology with the f (T) gravity
3416211488302016247,2011,145,12,f (T) gravity and local Lorentz invariance
1586227916012731885,2011,125,8,Observational information for f (T) theories and Dark Torsion
12318268390649277314,2011,121,13,f (T) models with phantom divide line crossing
1190209612638819150,2011,116,9,f (T) gravity mimicking dynamical dark energy. Background and perturbation analysis
9375784039099671052,1993,1181,11,Black hole entropy is the Noether charge
1726439756593981796,2008,308,10,Viscosity bound violation in higher derivative gravity
11571171933186089651,2000,299,5,Curvature singularities: The good  the bad  and the naked
16957330057366640692,1995,232,9,Black hole entropy without brick walls
1291283809967465140,2001,100,3,Closed-form expressions for the effective coefficients of a fiber-reinforced composite with transversely isotropic constituents–I. Elastic and square symmetry
13205043405496252869,2000,86,5,Multi-resolution multi-scale topology optimization—a new paradigm
17908701805988720258,2003,77,7,Topology optimization of trusses using genetic algorithm  force method and graph theory
11173522082629792071,2002,64,6,Design space optimization using a numerical design continuation method
15135880607270626589,2008,58,6,A semi-implicit level set method for structural shape and topology optimization
15134987762967550649,2010,58,7,Multiscale modeling: a review
2436363624237620992,2005,51,6,Evolutionary structural optimisation based on boundary representation of NURBS. Part I: 2D algorithms
7112741338719892353,2004,42,5,CAD modeling for the components made of multi heterogeneous materials and smart materials
4009606102824586073,2005,36,2,Development of structural topological optimization and imminency of its model transformation into independent level.
18435294841692006738,2006,35,3,A new procedure for aerodynamic missile designs using topological optimization approach of continuum structures
3008324490098292103,2011,16,9,Gamma-ray bursts as cosmological probes: ΛCDM vs. conformal gravity
4858422929340049660,2011,10,14,Kinematical conformal cosmology: fundamental parameters from astrophysical observations
6427713117479309862,2013,4,15,Re-examination of globally flat space-time
14939069462802696279,2014,5,8,Kerr metric  geodesic motion  and Flyby Anomaly in fourth-order Conformal Gravity
10016991908277125985,2013,3,2,Preliminary applications of the nonsymmetric Kaluza–Klein (Jordan–Thiry) theory to Pioneer 10 and 11 spacecraft anomalous acceleration
9553812009805658691,2012,2,7,Variable speed of light cosmology as a solution to the Pioneer anomaly
108000414262289038,2013,1,4,Scope for a small circumsolar annular gravitational contribution to the Pioneer anomaly without affecting planetary orbits
9110680192179881852,2010,1097,12,A two-solar-mass neutron star measured using Shapiro delay
14905725141162097852,2008,733,10,Recent progress and new challenges in isospin physics with heavy-ion reactions
4037508667125344082,2008,677,26,Color superconductivity in dense quark matter
7198448445823076788,2005,577,10,Isospin asymmetry in nuclei and neutron stars
5859189182175932129,2013,458,18,A massive pulsar in a compact relativistic binary
14708952008824146881,2005,430,13,Determination of the stiffness of the nuclear symmetry energy from isospin diffusion
16746212954337231739,2009,393,16,Constraints on the density dependence of the symmetry energy
537567615305719210,2011,111,7,Cosmography in f (T) gravity
13379637710868661800,2012,106,9,Reconstruction of f (T) gravity: Rip cosmology  finite-time future singularities  and thermodynamics
12027337611433656084,2011,103,21,Conformal transformation in f (T) theories
5344033547488988117,2012,80,24,Stability of a non-minimally conformally coupled scalar field in F (T) cosmology
16740829740612570421,1995,1057,19,Thermodynamics of spacetime: the Einstein equation of state
13494041785325111097,1998,396,14,Coupling constant dependence in the thermodynamics of N= 4 supersymmetric Yang-Mills theory
15831613599325729610,2002,338,11,Black hole thermodynamics and negative entropy in de Sitter and anti-de Sitter Einstein–Gauss–Bonnet gravity
1526981430322602147,2001,185,9,Cosmological and black hole brane-world Universes in higher derivative gravity
17477400488975689549,2002,156,11,Anti–de Sitter black holes  thermal phase transition  and holography in higher curvature gravity
16473531220416210257,2005,147,15,A stringy cloak for a classical singularity
12983926808103008237,1999,135,12,Quasilocal quantities for general relativity and other gravity theories
6932845676299288989,2006,131,13,Lectures on black holes  topological strings and quantum attractors
17845279621710771190,1998,109,8,Hawking radiation without black hole entropy
10697931860004032328,1996,128,7,Dilatonic black holes in higher curvature string gravity
5460173503840157968,1997,94,7,Dilatonic black holes with a Gauss-Bonnet term
17255401633690899107,1997,90,7,Black hole solutions with dilatonic hair in higher curvature gravity
6547577652824879496,2002,62,17,Black-hole relics in string gravity: last stages of Hawking evaporation
460115512009976616,2009,46,9,Are black holes in alternative theories serious astrophysical candidates? The case for Einstein-dilaton-Gauss-Bonnet black holes
18195759390865812742,2007,44,19,Higher-derivative-corrected black holes: perturbative stability and absorption cross section in heterotic string theory
12728184883197962673,2005,38,10,Five-dimensional black strings in Einstein-Gauss-Bonnet gravity
1918111837211007286,1999,37,6,Black holes in higher curvature gravity
13547242301681313533,2003,183,65,Testing general relativity with pulsar timing
7153454903262733468,2009,30,21,Matter wave explorer of gravity (MWXG)
9747372038792083160,2014,35,4,Beyond the cosmological standard model
1402773958290482167,2014,18,6,Causality constraints on corrections to the graviton three-point coupling
11824688519389468974,2014,15,7,Slowly rotating neutron stars in scalar-tensor theories
6924045021651999674,2003,11,8,Geometric dilaton gravity and smooth charged wormholes
9490582928931291413,2004,11,22,A numerical study of boson stars
44543554363471823,2014,13,9,Generalized curvature-matter couplings in modified gravity
1947984178522331609,2013,105,41,Minimal length scale scenarios for quantum gravity
15382879638558225619,2012,93,7,Super-renormalizable quantum gravity
2294958041621348377,2010,86,12,Voros product  noncommutative Schwarzschild black hole and corrected area law
9956221543385438294,2010,87,12,Noncommutative geometry-inspired dirty black holes
17085001487914580378,2010,76,11,Entropic force  noncommutative gravity  and ungravity
1377604998770762866,2009,75,8,Spectral dimension of a quantum universe
12210555444019663967,2009,74,13,Topics in noncommutative geometry inspired physics
504286294620956073,2008,71,8,The decay-time of non-commutative micro-black holes
12921922582521249517,2012,117,16,Colloquium: Stimulating uncertainty: Amplifying the quantum vacuum with superconducting circuits
3779654074273723631,2008,100,6,Nonlocal density correlations as a signature of Hawking radiation from acoustic black holes
12141748512817027038,2009,49,12,Bouncing cosmologies in Palatini f (R) gravity
13258209167335446405,2008,38,4,Space-time structure of loop quantum black hole
2430186955454022630,2010,36,11,Entanglement of Dirac fields in an expanding spacetime
7557555601416259093,2008,35,12,Hawking radiation  W∞ algebra and trace anomalies
3668153930237162479,2012,37,7,Voyage to Alpha Centauri: Entanglement degradation of cavity modes due to motion
7834279756778480076,2005,34,6,Quantum effects in acoustic black holes: The backreaction
18184689940628762539,2010,34,10,Quantum entanglement produced in the formation of a black hole
15649218733563996041,2009,33,10,Self-dual black holes in loop quantum gravity: Theory and phenomenology
6429167317329928392,2005,154,8,Review of options for structural design sensitivity analysis. Part 1: Linear systems
4184690606925599050,2001,73,8,Shape sensitivity analysis and shape optimization in planar elasticity using the element-free Galerkin method
10675172206444743811,1996,45,5,Domain optimization analysis in linear elastic problems (approach using traction method)
9295970742322190840,2002,40,3,Meshless approach to shape optimization of linear thermoelastic solids
5580891630522016735,1999,38,0,Optimization of structures subjected to dynamic loads
14741870758795833492,1996,35,3,A continuum mechanical-based formulation of the variational sensitivity analysis in structural optimization. Part I: analysis
14519390302089121369,2000,35,5,Shape sensitivity analysis in linear elastic fracture mechanics
17622193419308395392,1998,29,3,Second-order shape sensitivity analysis for nonlinear problems
3558829227223245082,1999,27,4,Structural shape optimization using MSC/NASTRAN and sequential quadratic programming
460333804066071791,1995,24,0,A domain optimization technique for elliptic boundary value problems
12098486177413780871,2006,377,11,A radio pulsar spinning at 716 Hz
15276426219519678214,2006,367,14,Calibration of the Rossi X-ray timing explorer proportional counter array
9121617903658485645,2008,259,13,Thermonuclear (type I) X-ray bursts observed by the Rossi X-ray timing explorer
4353957445557407509,2007,221,16,A catalogue of low-mass X-ray binaries in the Galaxy  LMC  and SMC
16594246129781489575,2004,215,17,Three-dimensional simulations of disk accretion to an inclined dipole. II. Hot spots and variability
613852904307272059,2004,209,9,Pulsars in binary systems: probing binary stellar evolution and general relativity
10884449216813809064,2004,225,15,Consequences of gravitational radiation recoil
5361674117319406451,2007,221,12,Approaching faithful templates for nonspinning binary black holes using the effective-one-body approach
13043481444186123143,2003,201,7,Black hole mass and spin coevolution by mergers
8780115668564064807,2004,203,26,Analysis of LIGO data for gravitational waves from binary neutron stars
6025559740404768974,2003,182,11,Detecting gravitational waves from precessing binaries of spinning compact objects: Adiabatic limit
9737433216894415830,2002,179,7,Binary black holes in circular orbits. II. Numerical methods and first results
8706395909377308609,2002,168,12,Untangling the merger history of massive black holes with LISA
792263556643301438,1986,1240,7,Black holes: the membrane paradigm
15352144072309009824,1995,487,8,Coalescing binary systems of compact objects to (post) 5/2-Newtonian order. V. Spin effects
4830573393979569674,1997,338,6,Gravitational radiation reaction to a particle motion
404175896440644157,1991,308,3,Essential relativistic celestial mechanics
2159900123971434319,2004,293,42,The motion of point particles in curved spacetime
7863078811187154489,1991,283,7,General-relativistic celestial mechanics. I. Method and definition of reference systems
7406201903329072503,2006,181,8,Effective field theory of gravity for extended objects
7460358716781918299,2012,824,20,The phenomenological mind
11949610481886008050,2010,344,9,Scientific representation: Paradoxes of perspective
16321964883897008955,2005,256,6,Space-time Structure from a Dynamical Perspective
9446036753714768070,2013,115,4,Husserl
1506589467047559028,2009,109,3,Structural realism
5831470711760403079,2007,50,7,The Cambridge companion to logical empiricism
16723545265565394037,2009,43,6,Mind and nature: selected writings on philosophy  mathematics  and physics
5398250034280063458,2010,41,7,Naturalized phenomenology
17519287121832661123,2011,34,6,In defence of ontic structural realism
4409352826752170255,2008,29,2,The Young Carnap's Unknown Master
8020734401814195760,2002,353,10,Physical aspects of the space–time torsion
2157886076500859828,1997,257,10,Gravitational Lorentz force and the description of the gravitational interaction
3736181704541507245,1997,257,5,New Lagrangian and Hamiltonian methods in field theory
5170758576446306173,2002,232,8,Torsion gravity
15527099122529867817,1996,182,7,On the gauge aspects of gravity
295250611968692102,2000,178,9,Gravitational energy-momentum density in teleparallel gravity
6814694949395115396,2008,176,11,Elasticity and plasticity of large deformations
11714593594443267888,2008,86,10,Growth and remodeling in a thick-walled artery model: effects of spatial variations in wall constituents
2461914536762847696,2006,72,3,Nonlinear-elastic finite axisymmetric deformation of flexible matrix composite membranes under internal pressure and axial force
17452435245307387527,2009,63,16,Modelling the layer-specific three-dimensional residual stresses in arteries  with an application to the human aorta
676750450655275877,2012,56,9,Model-based elastography: a survey of approaches to the inverse elasticity problem
16638668404954262456,2009,55,14,Towards a unified theory for morphomechanics
3131436626070897921,2008,47,13,Computational modeling of morphogenesis regulated by mechanical feedback
3020643599022553395,2007,47,10,A deformation gradient decomposition method for the analysis of the mechanics of morphogenesis
744965723014098983,2008,40,6,A 3D finite element model of ventral furrow invagination in the Drosophila melanogaster embryo
16226975386842441738,2007,40,7,Optical coherence tomography as a tool for measuring morphogenetic deformation of the looping heart
11211635534013882554,1999,1135,11,A stress tensor for anti-de Sitter gravity
4688310052117544425,2001,853,14,Holographic Reconstruction of Spacetime¶ and Renormalization in the AdS/CFT Correspondence
3715230182625075960,2001,766,8,The dS/CFT correspondence
1518317162771092357,2002,658,18,Lecture notes on holographic renormalization
9874041410944559588,1996,533,11,The gravitational Hamiltonian  action  entropy and surface terms
10536425657918869261,2004,473,8,A relativist's toolkit: the mathematics of black-hole mechanics
13228560221400510564,1995,440,12,Entropy  area  and black hole pairs
14283680547237160619,2010,393,11,The equation of state from observed masses and radii of neutron stars
35109168247421341,2009,292,17,Delayed neutrino-driven supernova explosions aided by the standing accretion-shock instability
18410314705111784165,2009,240,12,Nuclear symmetry energy probed by neutron skin thickness of nuclei
10917116698555505236,2009,214,19,The gravitational-wave signature of core-collapse supernovae
1932148436979802439,2013,222,13,The nuclear spectroscopic telescope array (NuSTAR) high-energy x-ray mission
8725874525404432535,2012,34,8,Modelling the reflective thermal contribution to the acceleration of the Pioneer spacecraft
17505033122791674822,2012,20,10,Observable effects in a class of spherically symmetric static Finsler spacetimes
1492784414461743785,2012,19,6,Celestial ephemerides in an expanding universe
16513688153421872508,2014,12,5,The experimental status of Special and General Relativity
16942195205523261343,2012,9,4,An underestimated onboard generated recoil force contributing to the Pioneer anomaly
5659094829777232407,2013,7,9,Unbiased acceleration measurements with an electrostatic accelerometer on a rotating platform
18132682703003500105,2005,1359,24,The confrontation between general relativity and experiment
15260516453044638417,2009,755,32,LIGO: the laser interferometer gravitational-wave observatory
538398365923629719,2001,616,14,The confrontation between general relativity and experiment
18023134743449279887,1999,420,11,Effective one-body approach to general relativistic two-body dynamics
1738495694689028275,1996,376,10,Search templates for gravitational waves from inspiraling binaries: Choice of template spacing
17295207277821691633,1996,317,13,Gravitational waveforms from inspiralling compact binaries to second-post-Newtonian order
14533953302264081292,1998,304,11,Improved filters for gravitational waves from inspiraling compact binaries
11913700255242621482,2001,293,9,Possibility of direct measurement of the acceleration of the universe using 0.1 Hz band laser interferometer gravitational wave antenna in space
9872277312421141317,2012,122,13,Formation of galaxy clusters
13119949803868128752,2013,74,9,Hubble parameter measurement constraints on the cosmological deceleration-acceleration transition redshift
12465460029466390587,2011,57,10,New static solutions in f (T) theory
11904191752256394556,2013,52,13,Cosmological constant and vacuum energy: old and new ideas
4582206288912516706,2012,44,14,Hamiltonian dynamics and Noether symmetries in extended gravity cosmology
